Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,MSRP
Dodge,Dakota,2009,regular unleaded,210,6,MANUAL,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,19,15,28210
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,18,14,27960
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,20,15,26405
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,18,14,29985
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,18,14,26810
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,20,15,27315
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,20,15,26405
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,20,15,22560
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,20,15,26325
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,18,14,27880
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,20,15,25305
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,18,14,28255
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,20,15,23630
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,18,14,27005
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,20,15,23630
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,18,14,29275
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,20,15,22755
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,18,14,33180
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,18,14,27880
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,18,14,29275
Dodge,Dakota,2010,flex-fuel (unleaded/E85),302,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,19,14,31365
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,20,15,26325
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,20,15,30180
Dodge,Dart,2014,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,36,25,16495
Dodge,Dart,2014,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,35,22,18595
Dodge,Dart,2014,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,23,22995
Dodge,Dart,2014,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,41,28,19995
Dodge,Dart,2014,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,33,23,20995
Dodge,Dart,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,33,23,21645
Dodge,Dart,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,35,22,19000
Dodge,Dart,2015,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,41,28,20495
Dodge,Dart,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,23,23795
Dodge,Dart,2015,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,36,25,16495
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,39,27,19495
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,36,25,18995
Dodge,Dart,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,35,22,19395
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,36,25,17995
Dodge,Dart,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,23,24395
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,36,25,19595
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,36,25,16995
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,39,27,21095
Dodge,Dart,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,35,22,22095
Dodge,Dart,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,35,22,20995
Dodge,Dart,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,35,22,21595
Rolls-Royce,Dawn,2016,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Convertible,19,12,335000
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,18,2000
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,24,18,2000
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,18,2000
Dodge,Daytona,1991,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,21,2000
Dodge,Daytona,1991,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,25,17,2000
Dodge,Daytona,1991,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,21,2000
Dodge,Daytona,1992,regular unleaded,224,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,17,2000
Dodge,Daytona,1992,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,26,17,2000
Dodge,Daytona,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,20,2000
Dodge,Daytona,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,20,2000
Dodge,Daytona,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,22,2000
Dodge,Daytona,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,22,2000
Dodge,Daytona,1993,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,25,17,2000
Dodge,Daytona,1993,regular unleaded,224,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,17,2000
Aston Martin,DB7,2003,premium unleaded (required),420,12,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,18,11,156300
Aston Martin,DB7,2003,premium unleaded (required),420,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,10,151800
Aston Martin,DB7,2003,premium unleaded (required),435,12,MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,15,9,156300
Aston Martin,DB7,2003,premium unleaded (required),420,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,10,141800
Aston Martin,DB9 GT,2016,premium unleaded (required),540,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,235307
Aston Martin,DB9 GT,2016,premium unleaded (required),540,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,213250
Aston Martin,DB9 GT,2016,premium unleaded (required),540,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,198250
Aston Martin,DB9,2013,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,198700
Aston Martin,DB9,2013,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,183700
Aston Martin,DB9,2014,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,200800
Aston Martin,DB9,2014,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,185800
Aston Martin,DB9,2015,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,198295
Aston Martin,DB9,2015,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,188295
Aston Martin,DB9,2015,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,203295
Aston Martin,DB9,2015,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,213295
Aston Martin,DBS,2010,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,18,12,283900
Aston Martin,DBS,2010,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,17,11,279500
Aston Martin,DBS,2010,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,18,12,270400
Aston Martin,DBS,2010,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,17,11,266000
Aston Martin,DBS,2011,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Convertible,17,11,282295
Aston Martin,DBS,2011,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,17,11,268660
Aston Martin,DBS,2011,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,18,12,273104
Aston Martin,DBS,2011,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Convertible,18,12,286739
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,17,11,295987
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,18,12,275861
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,17,11,284576
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,18,12,296387
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,17,11,290461
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,18,12,284976
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,18,12,290861
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,17,11,275461
Land Rover,Defender,1994,regular unleaded,182,8,MANUAL,four wheel drive,2,Luxury,Compact,2dr SUV,15,12,27736
Land Rover,Defender,1995,regular unleaded,182,8,MANUAL,four wheel drive,2,Luxury,Compact,2dr SUV,15,12,30709
Land Rover,Defender,1997,regular unleaded,182,8,AUTOMATIC,four wheel drive,2,Luxury,Compact,Convertible SUV,14,12,36931
Land Rover,Defender,1997,regular unleaded,182,8,AUTOMATIC,four wheel drive,2,Luxury,Compact,2dr SUV,14,12,39669
Cadillac,DeVille,2003,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,25,16,49150
Cadillac,DeVille,2003,regular unleaded,300,8,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,25,16,49150
Cadillac,DeVille,2003,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,25,16,44400
Cadillac,DeVille,2004,regular unleaded,300,8,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,50750
Cadillac,DeVille,2004,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,24,16,50750
Cadillac,DeVille,2004,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,24,16,45600
Cadillac,DeVille,2005,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,51600
Cadillac,DeVille,2005,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,46430
Cadillac,DeVille,2005,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,46045
Cadillac,DeVille,2005,regular unleaded,290,8,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,51600
Lamborghini,Diablo,2001,premium unleaded (required),550,12,MANUAL,all wheel drive,2,"Exotic,High-Performance",Compact,Coupe,12,9,294900
Mitsubishi,Diamante,2002,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,28447
Mitsubishi,Diamante,2002,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,26997
Mitsubishi,Diamante,2002,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,25687
Mitsubishi,Diamante,2003,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,25997
Mitsubishi,Diamante,2003,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,28447
Mitsubishi,Diamante,2003,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,27097
Mitsubishi,Diamante,2004,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,15,24999
Mitsubishi,Diamante,2004,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,15,26819
Mitsubishi,Diamante,2004,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,15,27619
Land Rover,Discovery Series II,2000,regular unleaded,188,8,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,16,12,2561
Land Rover,Discovery Series II,2001,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,36350
Land Rover,Discovery Series II,2001,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,33350
Land Rover,Discovery Series II,2001,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,34350
Land Rover,Discovery Series II,2002,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,33350
Land Rover,Discovery Series II,2002,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,37150
Land Rover,Discovery Sport,2015,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,37070
Land Rover,Discovery Sport,2015,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,45570
Land Rover,Discovery Sport,2015,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,41570
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,41955
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,45955
Land Rover,Discovery Sport,2016,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,20,37455
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,20,46595
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,20,42195
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,20,37695
Land Rover,Discovery,2003,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,34350
Land Rover,Discovery,2003,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,40350
Land Rover,Discovery,2003,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,38350
Land Rover,Discovery,2004,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,38685
Land Rover,Discovery,2004,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,40685
Land Rover,Discovery,2004,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,14,11,34330
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,51460
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,46280
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,49730
Cadillac,DTS,2009,regular unleaded,292,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,54230
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,49230
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,47625
Cadillac,DTS,2010,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,46280
Cadillac,DTS,2010,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,51525
Cadillac,DTS,2010,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,54425
Cadillac,DTS,2010,premium unleaded (recommended),292,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,59475
Cadillac,DTS,2011,premium unleaded (recommended),292,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,59875
Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,51925
Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,54825
Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,46680
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,25,18,36895
Dodge,Durango,2015,premium unleaded (recommended),360,8,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,42495
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,24,17,39495
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,25,18,40995
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,24,17,33095
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,24,17,43595
Dodge,Durango,2015,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,23,14,39995
Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,25,18,30495
Dodge,Durango,2016,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,41995
Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,39595
Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,27,19,30495
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,43895
Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,25,18,33095
Dodge,Durango,2016,premium unleaded (recommended),360,8,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,44595
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,27,19,42390
Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,27,19,36995
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,27,19,41295
Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,44990
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,26,19,37495
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,26,19,42490
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,40095
Dodge,Durango,2017,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,42095
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Crossover,Large,4dr SUV,26,19,29995
Dodge,Durango,2017,premium unleaded (recommended),360,8,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,44695
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,26,19,41395
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,43995
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,45090
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,32595
Dodge,Dynasty,1991,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,18,2000
Dodge,Dynasty,1991,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,18,2000
Dodge,Dynasty,1992,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,19,2000
Dodge,Dynasty,1992,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,18,2000
Dodge,Dynasty,1993,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,26,18,2000
Dodge,Dynasty,1993,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,18,2000
Ford,E-150,1996,regular unleaded,199,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,15,11,2000
Ford,E-150,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,14,12,2000
Ford,E-150,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,15,11,2000
Ford,E-150,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,15,11,2000
Ford,E-150,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,14,12,2000
Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,17,12,2000
Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,17,12,2123
Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,17,12,2074
Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,18,14,2000
Ford,E-150,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,17,12,2301
Ford,E-150,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,18,13,2079
Ford,E-150,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,17,12,2256
Ford,E-150,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,17,12,2169
Ford,E-250,1996,regular unleaded,199,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,13,11,2000
Ford,E-250,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,13,11,2000
Ford,E-250,1996,regular unleaded,199,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,13,11,2000
Ford,E-250,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,13,11,2000
Ford,E-250,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,17,12,2000
Ford,E-250,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,17,12,2000
