Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
1025,Airport,NA,No Cars Available,11/07/2016 19:19,NA
1026,Airport,NA,No Cars Available,11/07/2016 19:19,NA
1027,Airport,15,Trip Completed,11/07/2016 19:18,11/07/2016 20:24
1028,Airport,NA,No Cars Available,11/07/2016 19:17,NA
1029,Airport,NA,No Cars Available,11/07/2016 19:16,NA
1030,Airport,195,Cancelled,11/07/2016 19:14,NA
1031,Airport,NA,No Cars Available,11/07/2016 19:24,NA
1032,Airport,NA,No Cars Available,11/07/2016 19:24,NA
1033,Airport,NA,No Cars Available,11/07/2016 19:30,NA
1034,Airport,58,Cancelled,11/07/2016 19:27,NA
1035,Airport,NA,No Cars Available,11/07/2016 19:29,NA
1036,Airport,NA,No Cars Available,11/07/2016 19:33,NA
1037,Airport,NA,No Cars Available,11/07/2016 19:31,NA
1038,Airport,NA,No Cars Available,11/07/2016 19:35,NA
1039,City,7,Trip Completed,11/07/2016 19:31,11/07/2016 20:41
1040,City,283,Trip Completed,11/07/2016 19:33,11/07/2016 20:15
1041,Airport,NA,No Cars Available,11/07/2016 19:34,NA
1042,Airport,NA,No Cars Available,11/07/2016 19:33,NA
1043,Airport,NA,No Cars Available,11/07/2016 19:34,NA
1044,City,261,Trip Completed,11/07/2016 19:35,11/07/2016 20:18
1045,City,NA,No Cars Available,11/07/2016 19:40,NA
1046,Airport,132,Trip Completed,11/07/2016 19:31,11/07/2016 20:12
1047,Airport,NA,No Cars Available,11/07/2016 19:39,NA
1048,Airport,NA,No Cars Available,11/07/2016 19:41,NA
1049,Airport,NA,No Cars Available,11/07/2016 19:40,NA
1050,Airport,8,Trip Completed,11/07/2016 19:39,11/07/2016 20:30
1051,Airport,164,Cancelled,11/07/2016 19:44,NA
1052,Airport,295,Trip Completed,11/07/2016 19:42,11/07/2016 20:54
1053,Airport,NA,No Cars Available,11/07/2016 19:45,NA
1054,Airport,NA,No Cars Available,11/07/2016 19:42,NA
1055,City,NA,No Cars Available,11/07/2016 19:46,NA
1056,City,185,Trip Completed,11/07/2016 19:49,11/07/2016 20:28
1057,Airport,233,Trip Completed,11/07/2016 19:53,11/07/2016 20:42
1058,Airport,NA,No Cars Available,11/07/2016 19:47,NA
1059,Airport,258,Trip Completed,11/07/2016 19:49,11/07/2016 21:03
1060,City,274,Trip Completed,11/07/2016 19:50,11/07/2016 20:48
1061,Airport,NA,No Cars Available,11/07/2016 19:44,NA
1062,Airport,NA,No Cars Available,11/07/2016 19:53,NA
1063,Airport,NA,No Cars Available,11/07/2016 19:51,NA
1064,City,31,Trip Completed,11/07/2016 19:53,11/07/2016 20:31
1065,Airport,218,Trip Completed,11/07/2016 19:51,11/07/2016 20:43
1066,Airport,270,Trip Completed,11/07/2016 19:58,11/07/2016 20:51
1067,Airport,NA,No Cars Available,11/07/2016 19:53,NA
1068,City,24,Trip Completed,11/07/2016 19:52,11/07/2016 20:48
1069,Airport,NA,No Cars Available,11/07/2016 19:57,NA
1070,City,59,Trip Completed,11/07/2016 19:58,11/07/2016 20:58
1071,Airport,292,Trip Completed,11/07/2016 19:58,11/07/2016 20:32
1072,Airport,NA,No Cars Available,11/07/2016 19:54,NA
1073,Airport,NA,No Cars Available,11/07/2016 19:58,NA
1074,Airport,NA,No Cars Available,11/07/2016 20:00,NA
1075,City,NA,No Cars Available,11/07/2016 20:01,NA
1076,Airport,NA,No Cars Available,11/07/2016 20:02,NA
1077,Airport,118,Trip Completed,11/07/2016 19:55,11/07/2016 20:44
1078,Airport,NA,No Cars Available,11/07/2016 20:01,NA
1079,Airport,NA,No Cars Available,11/07/2016 20:01,NA
1080,Airport,107,Trip Completed,11/07/2016 19:59,11/07/2016 20:38
1081,Airport,NA,No Cars Available,11/07/2016 20:07,NA
1082,Airport,NA,No Cars Available,11/07/2016 20:06,NA
1083,Airport,NA,No Cars Available,11/07/2016 20:04,NA
1084,Airport,137,Trip Completed,11/07/2016 19:59,11/07/2016 20:33
1085,City,200,Trip Completed,11/07/2016 20:03,11/07/2016 20:58
1086,Airport,244,Trip Completed,11/07/2016 20:02,11/07/2016 20:34
1087,Airport,NA,No Cars Available,11/07/2016 20:09,NA
1088,Airport,NA,No Cars Available,11/07/2016 20:06,NA
1089,Airport,NA,No Cars Available,11/07/2016 20:05,NA
1090,Airport,NA,No Cars Available,11/07/2016 20:03,NA
1091,Airport,NA,No Cars Available,11/07/2016 20:05,NA
1092,Airport,NA,No Cars Available,11/07/2016 20:14,NA
1093,Airport,NA,No Cars Available,11/07/2016 20:06,NA
1094,Airport,249,Trip Completed,11/07/2016 20:12,11/07/2016 21:18
1095,Airport,NA,No Cars Available,11/07/2016 20:12,NA
1096,Airport,NA,No Cars Available,11/07/2016 20:11,NA
1097,City,227,Trip Completed,11/07/2016 20:11,11/07/2016 21:02
1098,City,194,Trip Completed,11/07/2016 20:15,11/07/2016 21:03
1099,Airport,NA,No Cars Available,11/07/2016 20:15,NA
1100,Airport,162,Trip Completed,11/07/2016 20:10,11/07/2016 20:52
1101,City,262,Trip Completed,11/07/2016 20:07,11/07/2016 21:01
1102,Airport,NA,No Cars Available,11/07/2016 20:08,NA
1103,Airport,NA,No Cars Available,11/07/2016 20:12,NA
1104,Airport,36,Trip Completed,11/07/2016 20:17,11/07/2016 21:20
1105,Airport,NA,No Cars Available,11/07/2016 20:18,NA
1106,Airport,NA,No Cars Available,11/07/2016 20:11,NA
1107,City,103,Cancelled,11/07/2016 20:14,NA
1108,City,281,Trip Completed,11/07/2016 20:11,11/07/2016 20:53
1109,City,286,Cancelled,11/07/2016 20:23,NA
1110,City,126,Trip Completed,11/07/2016 20:17,11/07/2016 21:30
1111,Airport,NA,No Cars Available,11/07/2016 20:22,NA
1112,Airport,77,Trip Completed,11/07/2016 20:15,11/07/2016 21:07
1113,City,105,Trip Completed,11/07/2016 20:18,11/07/2016 20:55
1114,Airport,134,Cancelled,11/07/2016 20:19,NA
1115,Airport,199,Cancelled,11/07/2016 20:23,NA
1116,Airport,150,Cancelled,11/07/2016 20:25,NA
1117,Airport,235,Cancelled,11/07/2016 20:17,NA
1118,Airport,NA,No Cars Available,11/07/2016 20:23,NA
1119,Airport,226,Trip Completed,11/07/2016 20:31,11/07/2016 21:13
1120,Airport,NA,No Cars Available,11/07/2016 20:29,NA
1121,Airport,NA,No Cars Available,11/07/2016 20:23,NA
1122,Airport,NA,No Cars Available,11/07/2016 20:29,NA
1123,City,25,Trip Completed,11/07/2016 20:20,11/07/2016 21:18
1124,Airport,NA,No Cars Available,11/07/2016 20:23,NA
1125,City,NA,No Cars Available,11/07/2016 20:29,NA
1126,Airport,NA,No Cars Available,11/07/2016 20:28,NA
1127,Airport,NA,No Cars Available,11/07/2016 20:30,NA
1128,Airport,NA,No Cars Available,11/07/2016 20:30,NA
1129,Airport,256,Trip Completed,11/07/2016 20:27,11/07/2016 21:35
1130,City,264,Trip Completed,11/07/2016 20:27,11/07/2016 21:42
1131,Airport,NA,No Cars Available,11/07/2016 20:35,NA
1132,City,NA,No Cars Available,11/07/2016 20:26,NA
1133,Airport,44,Trip Completed,11/07/2016 20:27,11/07/2016 21:31
1134,Airport,84,Cancelled,11/07/2016 20:33,NA
1135,Airport,106,Trip Completed,11/07/2016 20:37,11/07/2016 21:29
1136,Airport,111,Trip Completed,11/07/2016 20:32,11/07/2016 21:20
1137,City,209,Cancelled,11/07/2016 20:32,NA
1138,City,215,Trip Completed,11/07/2016 20:30,11/07/2016 21:12
1139,Airport,NA,No Cars Available,11/07/2016 20:33,NA
1140,Airport,NA,No Cars Available,11/07/2016 20:31,NA
1141,Airport,NA,No Cars Available,11/07/2016 20:38,NA
1142,City,204,Trip Completed,11/07/2016 20:42,11/07/2016 21:40
1143,Airport,NA,No Cars Available,11/07/2016 20:37,NA
1144,Airport,NA,No Cars Available,11/07/2016 20:41,NA
1145,Airport,NA,No Cars Available,11/07/2016 20:40,NA
1146,Airport,NA,No Cars Available,11/07/2016 20:40,NA
1147,Airport,18,Trip Completed,11/07/2016 20:42,11/07/2016 21:18
1148,City,NA,No Cars Available,11/07/2016 20:45,NA
1149,Airport,NA,No Cars Available,11/07/2016 20:43,NA
1150,Airport,NA,No Cars Available,11/07/2016 20:45,NA
1151,Airport,181,Trip Completed,11/07/2016 20:40,11/07/2016 21:38
1152,Airport,296,Trip Completed,11/07/2016 20:39,11/07/2016 21:28
1153,Airport,NA,No Cars Available,11/07/2016 20:40,NA
1154,Airport,NA,No Cars Available,11/07/2016 20:47,NA
1155,Airport,NA,No Cars Available,11/07/2016 20:46,NA
1156,City,233,Cancelled,11/07/2016 20:46,NA
1157,Airport,NA,No Cars Available,11/07/2016 20:47,NA
1158,Airport,NA,No Cars Available,11/07/2016 20:44,NA
1159,Airport,NA,No Cars Available,11/07/2016 20:45,NA
1160,Airport,NA,No Cars Available,11/07/2016 20:47,NA
1161,Airport,NA,No Cars Available,11/07/2016 20:47,NA
1162,Airport,169,Cancelled,11/07/2016 20:43,NA
1163,City,245,Trip Completed,11/07/2016 20:47,11/07/2016 21:51
1164,City,284,Trip Completed,11/07/2016 20:50,11/07/2016 21:39
1165,City,NA,No Cars Available,11/07/2016 20:48,NA
1166,Airport,NA,No Cars Available,11/07/2016 20:49,NA
1167,Airport,16,Trip Completed,11/07/2016 20:50,11/07/2016 21:52
1168,Airport,NA,No Cars Available,11/07/2016 20:48,NA
1169,Airport,NA,No Cars Available,11/07/2016 20:54,NA
1170,City,213,Trip Completed,11/07/2016 20:55,11/07/2016 21:28
1171,City,242,Trip Completed,11/07/2016 20:49,11/07/2016 21:48
1172,Airport,155,Cancelled,11/07/2016 20:49,NA
1173,Airport,NA,No Cars Available,11/07/2016 20:57,NA
1174,Airport,NA,No Cars Available,11/07/2016 20:58,NA
1175,City,246,Trip Completed,11/07/2016 20:57,11/07/2016 22:05
1176,Airport,NA,No Cars Available,11/07/2016 21:01,NA
1177,Airport,NA,No Cars Available,11/07/2016 21:03,NA
1178,City,20,Trip Completed,11/07/2016 21:05,11/07/2016 22:06
1179,City,5,Trip Completed,11/07/2016 20:58,11/07/2016 21:45
1180,Airport,22,Trip Completed,11/07/2016 21:01,11/07/2016 22:14
1181,Airport,91,Trip Completed,11/07/2016 21:04,11/07/2016 22:06
1182,Airport,NA,No Cars Available,11/07/2016 21:00,NA
1183,City,12,Trip Completed,11/07/2016 21:05,11/07/2016 21:38
1184,City,120,Trip Completed,11/07/2016 21:01,11/07/2016 22:11
1185,Airport,NA,No Cars Available,11/07/2016 21:05,NA
1186,City,197,Trip Completed,11/07/2016 21:05,11/07/2016 22:16
1187,Airport,248,Trip Completed,11/07/2016 21:10,11/07/2016 21:53
1188,City,NA,No Cars Available,11/07/2016 21:14,NA
1189,Airport,NA,No Cars Available,11/07/2016 21:08,NA
1190,Airport,166,Cancelled,11/07/2016 21:13,NA
1191,Airport,NA,No Cars Available,11/07/2016 21:10,NA
1192,Airport,NA,No Cars Available,11/07/2016 21:15,NA
1193,Airport,NA,No Cars Available,11/07/2016 21:17,NA
1194,Airport,NA,No Cars Available,11/07/2016 21:15,NA
1195,Airport,NA,No Cars Available,11/07/2016 21:15,NA
1196,City,230,Trip Completed,11/07/2016 21:14,11/07/2016 22:05
1197,City,265,Trip Completed,11/07/2016 21:11,11/07/2016 22:01
1198,Airport,NA,No Cars Available,11/07/2016 21:16,NA
1199,City,28,Trip Completed,11/07/2016 21:17,11/07/2016 21:53
1200,Airport,109,Trip Completed,11/07/2016 21:13,11/07/2016 22:29
1201,Airport,NA,No Cars Available,11/07/2016 21:19,NA
1202,Airport,154,Cancelled,11/07/2016 21:20,NA
1203,City,235,Trip Completed,11/07/2016 21:18,11/07/2016 22:31
1204,Airport,NA,No Cars Available,11/07/2016 21:18,NA
1205,Airport,NA,No Cars Available,11/07/2016 21:20,NA
1206,City,127,Trip Completed,11/07/2016 21:24,11/07/2016 22:14
1207,Airport,294,Trip Completed,11/07/2016 21:23,11/07/2016 22:32
1208,Airport,NA,No Cars Available,11/07/2016 21:28,NA
1209,Airport,NA,No Cars Available,11/07/2016 21:30,NA
1210,Airport,252,Trip Completed,11/07/2016 21:24,11/07/2016 22:33
1211,Airport,NA,No Cars Available,11/07/2016 21:25,NA
1212,Airport,NA,No Cars Available,11/07/2016 21:29,NA
1213,Airport,NA,No Cars Available,11/07/2016 21:26,NA
1214,Airport,161,Trip Completed,11/07/2016 21:30,11/07/2016 21:57
1215,Airport,79,Trip Completed,11/07/2016 21:33,11/07/2016 22:28
1216,Airport,211,Cancelled,11/07/2016 21:32,NA
1217,City,286,Trip Completed,11/07/2016 21:23,11/07/2016 22:39
1218,Airport,NA,No Cars Available,11/07/2016 21:26,NA
1219,Airport,NA,No Cars Available,11/07/2016 21:26,NA
1220,Airport,NA,No Cars Available,11/07/2016 21:29,NA
1221,Airport,NA,No Cars Available,11/07/2016 21:35,NA
1222,Airport,NA,No Cars Available,11/07/2016 21:29,NA
1223,Airport,NA,No Cars Available,11/07/2016 21:29,NA
1224,Airport,NA,No Cars Available,11/07/2016 21:38,NA
1225,Airport,NA,No Cars Available,11/07/2016 21:37,NA
1226,City,NA,No Cars Available,11/07/2016 21:39,NA
1227,Airport,99,Cancelled,11/07/2016 21:32,NA
1228,City,276,Cancelled,11/07/2016 21:37,NA
1229,Airport,NA,No Cars Available,11/07/2016 21:35,NA
1230,Airport,NA,No Cars Available,11/07/2016 21:42,NA
1231,City,97,Cancelled,11/07/2016 21:34,NA
1232,Airport,NA,No Cars Available,11/07/2016 21:39,NA
1233,Airport,282,Cancelled,11/07/2016 21:38,NA
1234,Airport,NA,No Cars Available,11/07/2016 21:45,NA
1235,Airport,NA,No Cars Available,11/07/2016 21:43,NA
1236,Airport,NA,No Cars Available,11/07/2016 21:39,NA
1237,Airport,NA,No Cars Available,11/07/2016 21:37,NA
1238,City,243,Trip Completed,11/07/2016 21:43,11/07/2016 22:54
1239,Airport,NA,No Cars Available,11/07/2016 21:34,NA
1240,Airport,NA,No Cars Available,11/07/2016 21:43,NA
1241,Airport,81,Trip Completed,11/07/2016 21:38,11/07/2016 22:42
1242,Airport,NA,No Cars Available,11/07/2016 21:36,NA
1243,Airport,NA,No Cars Available,11/07/2016 21:38,NA
1244,City,299,Trip Completed,11/07/2016 21:38,11/07/2016 22:15
1245,Airport,156,Cancelled,11/07/2016 21:41,NA
1246,Airport,NA,No Cars Available,11/07/2016 21:47,NA
1247,Airport,263,Trip Completed,11/07/2016 21:51,11/07/2016 22:47
1248,Airport,NA,No Cars Available,11/07/2016 21:44,NA
1249,Airport,NA,No Cars Available,11/07/2016 21:49,NA
1250,Airport,NA,No Cars Available,11/07/2016 21:50,NA
1251,City,295,Cancelled,11/07/2016 21:47,NA
1252,City,86,Trip Completed,11/07/2016 21:51,11/07/2016 22:58
1253,Airport,NA,No Cars Available,11/07/2016 21:58,NA
1254,Airport,4,Cancelled,11/07/2016 21:53,NA
1255,Airport,NA,No Cars Available,11/07/2016 21:54,NA
1256,Airport,NA,No Cars Available,11/07/2016 21:55,NA
1257,Airport,NA,No Cars Available,11/07/2016 21:55,NA
1258,City,26,Trip Completed,11/07/2016 21:51,11/07/2016 23:00
1259,Airport,NA,No Cars Available,11/07/2016 21:58,NA
1260,Airport,142,Trip Completed,11/07/2016 21:59,11/07/2016 23:10
1261,Airport,NA,No Cars Available,11/07/2016 22:01,NA
1262,Airport,158,Trip Completed,11/07/2016 22:00,11/07/2016 23:04
1263,Airport,NA,No Cars Available,11/07/2016 22:02,NA
1264,Airport,NA,No Cars Available,11/07/2016 22:05,NA
1265,Airport,NA,No Cars Available,11/07/2016 22:02,NA
1266,Airport,138,Trip Completed,11/07/2016 22:00,11/07/2016 22:55
1267,City,146,Cancelled,11/07/2016 22:01,NA
1268,Airport,NA,No Cars Available,11/07/2016 22:04,NA
1269,Airport,NA,No Cars Available,11/07/2016 21:59,NA
1270,Airport,NA,No Cars Available,11/07/2016 22:00,NA
1271,Airport,195,Trip Completed,11/07/2016 22:00,11/07/2016 22:38
1272,Airport,262,Trip Completed,11/07/2016 22:00,11/07/2016 22:56
1273,Airport,7,Trip Completed,11/07/2016 22:07,11/07/2016 23:12
1274,City,35,Trip Completed,11/07/2016 22:01,11/07/2016 23:21
1275,Airport,46,Trip Completed,11/07/2016 22:05,11/07/2016 23:02
1276,Airport,NA,No Cars Available,11/07/2016 22:04,NA
1277,City,80,Trip Completed,11/07/2016 22:04,11/07/2016 22:35
1278,City,208,Trip Completed,11/07/2016 22:03,11/07/2016 23:05
1279,City,258,Trip Completed,11/07/2016 22:11,11/07/2016 22:36
1280,Airport,NA,No Cars Available,11/07/2016 22:09,NA
1281,Airport,145,Trip Completed,11/07/2016 22:12,11/07/2016 22:51
1282,Airport,NA,No Cars Available,11/07/2016 22:08,NA
1283,City,193,Trip Completed,11/07/2016 22:09,11/07/2016 23:18
1284,Airport,NA,No Cars Available,11/07/2016 22:17,NA
1285,City,83,Trip Completed,11/07/2016 22:13,11/07/2016 23:17
1286,Airport,60,Trip Completed,11/07/2016 22:18,11/07/2016 22:59
1287,Airport,NA,No Cars Available,11/07/2016 22:20,NA
1288,City,NA,No Cars Available,11/07/2016 22:20,NA
1289,City,175,Trip Completed,11/07/2016 22:26,11/07/2016 22:55
1290,City,289,Trip Completed,11/07/2016 22:23,11/07/2016 23:00
1291,City,NA,No Cars Available,11/07/2016 22:25,NA
1292,City,NA,No Cars Available,11/07/2016 22:23,NA
1293,City,78,Trip Completed,11/07/2016 22:28,11/07/2016 23:24
1294,City,87,Cancelled,11/07/2016 22:26,NA
1295,City,222,Trip Completed,11/07/2016 22:25,11/07/2016 23:03
1296,Airport,231,Trip Completed,11/07/2016 22:27,11/07/2016 23:37
1297,City,91,Trip Completed,11/07/2016 22:22,11/07/2016 23:03
1298,City,NA,No Cars Available,11/07/2016 22:28,NA
1299,City,48,Trip Completed,11/07/2016 22:22,11/07/2016 23:06
1300,City,73,Trip Completed,11/07/2016 22:31,11/07/2016 22:56
1301,Airport,288,Trip Completed,11/07/2016 22:30,11/07/2016 23:13
1302,City,NA,No Cars Available,11/07/2016 22:30,NA
1303,City,44,Cancelled,11/07/2016 22:27,NA
1304,City,NA,No Cars Available,11/07/2016 22:35,NA
1305,City,NA,No Cars Available,11/07/2016 22:31,NA
1306,Airport,203,Trip Completed,11/07/2016 22:39,11/07/2016 23:46
1307,Airport,130,Trip Completed,11/07/2016 22:42,11/07/2016 23:07
1308,City,182,Trip Completed,11/07/2016 22:41,11/07/2016 23:54
1309,City,254,Trip Completed,11/07/2016 22:40,11/07/2016 23:15
1310,City,257,Trip Completed,11/07/2016 22:45,11/07/2016 23:36
1311,City,NA,No Cars Available,11/07/2016 22:49,NA
1312,City,201,Trip Completed,11/07/2016 22:48,11/07/2016 23:37
1313,Airport,NA,No Cars Available,11/07/2016 22:50,NA
1314,Airport,194,Trip Completed,11/07/2016 22:44,11/07/2016 23:51
1315,Airport,300,Trip Completed,11/07/2016 22:54,11/07/2016 23:35
1316,City,118,Trip Completed,11/07/2016 22:54,11/07/2016 23:45
1317,Airport,164,Trip Completed,11/07/2016 22:57,11/07/2016 23:52
1318,City,207,Trip Completed,11/07/2016 22:51,11/07/2016 23:45
1319,City,276,Trip Completed,11/07/2016 22:48,11/07/2016 23:43
1320,City,174,Trip Completed,11/07/2016 22:52,12/07/2016 00:06
1321,Airport,166,Trip Completed,11/07/2016 23:01,12/07/2016 00:05
1322,Airport,NA,No Cars Available,11/07/2016 23:04,NA
1323,City,NA,No Cars Available,11/07/2016 23:00,NA
1324,City,177,Trip Completed,11/07/2016 22:59,12/07/2016 00:05
1325,City,64,Cancelled,11/07/2016 23:06,NA
1326,Airport,113,Trip Completed,11/07/2016 23:06,12/07/2016 00:07
1327,Airport,NA,No Cars Available,11/07/2016 23:10,NA
1328,Airport,NA,No Cars Available,11/07/2016 23:07,NA
1329,Airport,67,Trip Completed,11/07/2016 23:10,11/07/2016 23:45
1330,Airport,99,Trip Completed,11/07/2016 23:11,12/07/2016 00:14
1331,Airport,NA,No Cars Available,11/07/2016 23:13,NA
1332,City,NA,No Cars Available,11/07/2016 23:14,NA
1333,City,296,Trip Completed,11/07/2016 23:17,12/07/2016 00:15
1334,City,NA,No Cars Available,11/07/2016 23:19,NA
1335,City,NA,No Cars Available,11/07/2016 23:20,NA
1336,City,173,Trip Completed,11/07/2016 23:17,11/07/2016 23:52
1337,Airport,NA,No Cars Available,11/07/2016 23:22,NA
1338,Airport,102,Trip Completed,11/07/2016 23:23,11/07/2016 23:58
1339,Airport,108,Trip Completed,11/07/2016 23:25,12/07/2016 00:32
1340,City,57,Trip Completed,11/07/2016 23:22,11/07/2016 23:55
1341,Airport,172,Trip Completed,11/07/2016 23:26,12/07/2016 00:06
1342,City,NA,No Cars Available,11/07/2016 23:30,NA
1343,City,237,Trip Completed,11/07/2016 23:37,12/07/2016 00:32
1344,City,96,Trip Completed,11/07/2016 23:35,12/07/2016 00:39
1345,Airport,186,Trip Completed,11/07/2016 23:37,12/07/2016 00:09
1346,Airport,9,Trip Completed,11/07/2016 23:39,12/07/2016 00:23
1347,City,NA,No Cars Available,11/07/2016 23:44,NA
1348,City,NA,No Cars Available,11/07/2016 23:42,NA
1349,Airport,61,Trip Completed,11/07/2016 23:41,12/07/2016 00:22
1350,City,219,Trip Completed,11/07/2016 23:40,12/07/2016 00:26
1351,Airport,94,Trip Completed,11/07/2016 23:44,12/07/2016 00:49
1352,Airport,NA,No Cars Available,11/07/2016 23:49,NA
1353,Airport,40,Trip Completed,11/07/2016 23:51,12/07/2016 00:34
1354,City,242,Trip Completed,11/07/2016 23:45,12/07/2016 00:52
1355,Airport,NA,No Cars Available,11/07/2016 23:45,NA
1356,City,101,Cancelled,11/07/2016 23:42,NA
1357,City,NA,No Cars Available,11/07/2016 23:52,NA
1358,City,NA,No Cars Available,11/07/2016 23:57,NA
1359,City,139,Trip Completed,11/07/2016 23:51,12/07/2016 00:50
1360,City,144,Trip Completed,11/07/2016 23:54,12/07/2016 01:09
1361,City,NA,No Cars Available,11/07/2016 23:58,NA
1362,City,NA,No Cars Available,11/07/2016 00:02,NA
1363,Airport,136,Trip Completed,11/07/2016 00:00,11/07/2016 01:11
1364,City,NA,No Cars Available,11/07/2016 00:06,NA
1365,City,229,Cancelled,11/07/2016 00:09,NA
1366,City,NA,No Cars Available,11/07/2016 00:09,NA
1367,City,155,Trip Completed,11/07/2016 00:05,11/07/2016 01:06
1368,City,123,Trip Completed,12/07/2016 00:07,12/07/2016 00:50
1369,Airport,152,Trip Completed,12/07/2016 00:15,12/07/2016 00:53
1370,Airport,NA,No Cars Available,12/07/2016 00:22,NA
1371,Airport,23,Trip Completed,12/07/2016 00:22,12/07/2016 01:33
1372,City,NA,No Cars Available,12/07/2016 00:28,NA
1373,City,NA,No Cars Available,12/07/2016 00:34,NA
1374,Airport,NA,No Cars Available,12/07/2016 00:40,NA
1375,City,NA,No Cars Available,12/07/2016 00:38,NA
1376,Airport,NA,No Cars Available,12/07/2016 00:40,NA
1377,Airport,294,Trip Completed,12/07/2016 00:54,12/07/2016 01:55
1378,Airport,NA,No Cars Available,12/07/2016 00:59,NA
1379,Airport,NA,No Cars Available,12/07/2016 00:58,NA
1380,Airport,86,Trip Completed,12/07/2016 01:01,12/07/2016 02:15
1381,City,50,Cancelled,12/07/2016 01:07,NA
1382,City,252,Trip Completed,12/07/2016 01:03,12/07/2016 01:38
1383,City,291,Cancelled,12/07/2016 01:12,NA
1384,City,184,Trip Completed,12/07/2016 01:15,12/07/2016 02:18
1385,Airport,NA,No Cars Available,12/07/2016 01:28,NA
1386,Airport,110,Trip Completed,12/07/2016 01:30,12/07/2016 02:42
1387,Airport,281,Trip Completed,12/07/2016 01:33,12/07/2016 02:18
1388,City,NA,No Cars Available,12/07/2016 01:47,NA
1389,Airport,NA,No Cars Available,12/07/2016 01:54,NA
1390,Airport,NA,No Cars Available,12/07/2016 02:03,NA
1391,City,NA,No Cars Available,12/07/2016 02:09,NA
1392,City,NA,No Cars Available,12/07/2016 02:08,NA
1393,City,NA,No Cars Available,12/07/2016 02:08,NA
1394,Airport,NA,No Cars Available,12/07/2016 02:13,NA
1395,Airport,NA,No Cars Available,12/07/2016 02:24,NA
1396,Airport,NA,No Cars Available,12/07/2016 02:26,NA
1397,City,NA,No Cars Available,12/07/2016 02:33,NA
1398,City,NA,No Cars Available,12/07/2016 02:33,NA
1399,City,161,Trip Completed,12/07/2016 02:35,12/07/2016 03:42
1400,Airport,NA,No Cars Available,12/07/2016 02:36,NA
1401,City,110,Cancelled,12/07/2016 02:42,NA
1402,Airport,120,Trip Completed,12/07/2016 02:48,12/07/2016 03:48
1403,City,101,Cancelled,12/07/2016 02:39,NA
1404,Airport,NA,No Cars Available,12/07/2016 02:56,NA
1405,Airport,NA,No Cars Available,12/07/2016 02:57,NA
1406,Airport,30,Trip Completed,12/07/2016 03:02,12/07/2016 03:55
1407,Airport,NA,No Cars Available,12/07/2016 03:13,NA
1408,Airport,233,Trip Completed,12/07/2016 03:13,12/07/2016 04:08
1409,Airport,NA,No Cars Available,12/07/2016 03:13,NA
1410,Airport,18,Trip Completed,12/07/2016 03:14,12/07/2016 04:27
1411,City,NA,No Cars Available,12/07/2016 03:19,NA
1412,Airport,NA,No Cars Available,12/07/2016 03:19,NA
1413,City,NA,No Cars Available,12/07/2016 03:31,NA
1414,Airport,220,Trip Completed,12/07/2016 03:25,12/07/2016 04:33
1415,Airport,NA,No Cars Available,12/07/2016 03:23,NA
1416,City,NA,No Cars Available,12/07/2016 03:25,NA
1417,City,272,Trip Completed,12/07/2016 03:37,12/07/2016 04:09
1418,Airport,NA,No Cars Available,12/07/2016 03:51,NA
1419,City,239,Cancelled,12/07/2016 03:57,NA
1420,City,NA,No Cars Available,12/07/2016 04:02,NA
1421,City,NA,No Cars Available,12/07/2016 04:05,NA
1422,Airport,225,Trip Completed,12/07/2016 04:07,12/07/2016 05:20
1423,Airport,NA,No Cars Available,12/07/2016 04:15,NA
1424,Airport,NA,No Cars Available,12/07/2016 04:29,NA
1425,Airport,246,Trip Completed,12/07/2016 04:19,12/07/2016 05:34
1426,City,76,Cancelled,12/07/2016 04:24,NA
1427,Airport,NA,No Cars Available,12/07/2016 04:28,NA
1428,Airport,NA,No Cars Available,12/07/2016 04:35,NA
1429,City,91,Trip Completed,12/07/2016 04:41,12/07/2016 05:22
1430,City,NA,No Cars Available,12/07/2016 04:42,NA
1431,Airport,NA,No Cars Available,12/07/2016 04:40,NA
1432,City,NA,No Cars Available,12/07/2016 04:40,NA
1433,City,NA,No Cars Available,12/07/2016 04:46,NA
1434,City,151,Cancelled,12/07/2016 04:43,NA
1435,City,200,Trip Completed,12/07/2016 04:46,12/07/2016 05:55
1436,City,204,Trip Completed,12/07/2016 04:46,12/07/2016 05:22
1437,City,271,Cancelled,12/07/2016 04:42,NA
1438,City,NA,No Cars Available,12/07/2016 04:44,NA
1439,City,176,Trip Completed,12/07/2016 04:45,12/07/2016 05:19
1440,Airport,NA,No Cars Available,12/07/2016 04:44,NA
1441,City,NA,No Cars Available,12/07/2016 04:49,NA
1442,Airport,260,Trip Completed,12/07/2016 04:49,12/07/2016 05:42
1443,City,NA,No Cars Available,12/07/2016 04:50,NA
1444,City,77,Trip Completed,12/07/2016 04:43,12/07/2016 05:56
1445,Airport,58,Trip Completed,12/07/2016 04:45,12/07/2016 06:02
1446,City,217,Trip Completed,12/07/2016 04:45,12/07/2016 05:38
1447,Airport,227,Trip Completed,12/07/2016 04:46,12/07/2016 05:25
1448,City,NA,No Cars Available,12/07/2016 04:48,NA
1449,Airport,74,Trip Completed,12/07/2016 04:53,12/07/2016 05:57
