order_id,total_price,total_shipping,num_items,order_total,group,below_threshold,responded,amount_added,final_price,final_revenue
cca38a223ff57697753d81fdc7bc297b,130.0,28.4,2,158.4,control,False,False,0.0,130.0,158.4
9de8f8dd965b3e33a21b3df3fe99334a,23.99,11.85,1,35.839999999999996,treatment,True,False,0.0,23.99,35.839999999999996
1379ed790d1676edd6631dc5474c4b44,107.6,16.51,1,124.11,treatment,False,False,0.0,107.6,107.6
ff1b05d81637f0904e3dd85ca4e50180,92.0,7.9,1,99.9,treatment,True,True,12.014256858275845,104.01425685827584,104.01425685827584
c71b55238f1b3f73eedf2cd06c62e959,54.9,14.13,1,69.03,control,True,False,0.0,54.9,69.03
e8964d37bd21c508021bea9025a8e4a0,24.99,15.28,1,40.27,treatment,True,True,83.5471665759018,108.5371665759018,108.5371665759018
ebf91983d41a042878dbc79083043f84,106.0,13.18,1,119.18,treatment,False,False,0.0,106.0,106.0
88ef4dd86ce9168daf5579d4f878f93c,49.9,19.32,1,69.22,control,True,False,0.0,49.9,69.22
8b6ca3212d045d15ba0abeca92515201,36.4,11.73,1,48.129999999999995,control,True,False,0.0,36.4,48.129999999999995
3fc5c1a6a5cd92eb60f3144c0c5478eb,27.99,11.85,1,39.84,treatment,True,True,72.14050820857774,100.13050820857774,100.13050820857774
cfa5771f3bebddd9dac8172a9305b820,49.0,13.0,1,62.0,treatment,True,True,58.25534266274952,107.25534266274951,107.25534266274951
853052349cf24c16fe2a0a29df1d7a12,29.99,15.1,1,45.09,treatment,True,False,0.0,29.99,45.089999999999996
48d0743a0fada1538932ea0879c7cc2d,159.98,100.86,2,260.84,treatment,False,False,0.0,159.98,159.98
067546963d2dc6275eb550df0482c460,27.98,30.2,2,58.18,treatment,True,True,86.47537352021591,114.45537352021591,114.45537352021591
c1b556dfb56a3302a7d965e0da3d5e11,110.0,0.0,1,110.0,control,False,False,0.0,110.0,110.0
b80a30ad4fad5c35fbc7904d46cb25e6,23.9,11.85,1,35.75,control,True,False,0.0,23.9,35.75
0a7af36dc9b46e0920a68a9e2ee2198e,73.5,25.06,1,98.56,control,True,False,0.0,73.5,98.56
802ee584365ed44c00f4207fb17ae67b,39.9,18.08,1,57.98,treatment,True,False,0.0,39.9,57.98
cf954e7391c1981cc9090267aec67ee9,52.0,22.94,1,74.94,control,True,False,0.0,52.0,74.94
c8c13c8c58d62b12f9df992a5fb5710c,19.99,7.78,1,27.77,treatment,True,False,0.0,19.99,27.77
0718634f87a84ae0468224ecca3584d1,139.0,18.1,1,157.1,treatment,False,False,0.0,139.0,139.0
056857abb03503b756f596e42d86e10b,79.9,11.76,1,91.66,treatment,True,False,0.0,79.9,91.66000000000001
1856dd06ccd053bf3456e3d5bf73f2e3,42.9,16.11,1,59.01,control,True,False,0.0,42.9,59.01
36f264b6ab0169bf0db37101cf2df98f,49.0,14.1,1,63.1,treatment,True,False,0.0,49.0,63.1
43f9bfd7098c9a1d2abf50dac55ee822,120.0,20.33,1,140.32999999999998,control,False,False,0.0,120.0,140.32999999999998
58203fd5634402dfe49f2fb7ff670f47,219.99,9.73,1,229.72,treatment,False,False,0.0,219.99,219.99
6f7e43972ed0a7fdbf29edf7cde6d2ad,192.9,19.15,1,212.05,control,False,False,0.0,192.9,212.05
c0248cae5b63c3be878360d970ee5ace,49.0,35.93,1,84.93,control,True,False,0.0,49.0,84.93
b28aca0743b172fdbd3cde1f703e4067,109.0,19.95,1,128.95,treatment,False,False,0.0,109.0,109.0
2f98fa03385c6020590b479aa12b8073,169.0,19.28,1,188.28,control,False,False,0.0,169.0,188.28
46adacfb7a94e068dc59aee8c57cae9d,105.3,7.92,1,113.22,control,False,False,0.0,105.3,113.22
96a0411828c1774771b1c912e8dd813c,85.9,7.47,1,93.37,treatment,True,False,0.0,85.9,93.37
2a401c4b19cbf59127af3d4af52f9090,400.0,50.24,1,450.24,treatment,False,False,0.0,400.0,400.0
cb7c837f8c5240816176dc115c21a746,150.0,88.56,1,238.56,treatment,False,False,0.0,150.0,150.0
142c8688b5b13e21ac5a448a1688b9d7,299.9,27.6,1,327.5,treatment,False,False,0.0,299.9,299.9
d3f188004b9a9be7084c1f771e594963,54.9,8.72,1,63.62,treatment,True,True,50.86329045767903,105.76329045767903,105.76329045767903
39440d3f8a70fc392a19f6a6fd1af993,122.99,25.21,1,148.2,control,False,False,0.0,122.99,148.2
08504a0dce0a3cd13b3f7971d29fb991,29.0,7.78,1,36.78,control,True,False,0.0,29.0,36.78
567320164aa96555310f5c8ed6e8c5d7,39.9,14.11,1,54.01,control,True,False,0.0,39.9,54.01
97a25cc4e813283eff216448e5e0fcb7,59.9,9.26,1,69.16,treatment,True,True,54.40728230457779,114.3072823045778,114.3072823045778
1be551169c2eb8275a521eafcff31546,110.8,30.28,2,141.07999999999998,treatment,False,False,0.0,110.8,110.8
6e4f6fdc70c0d961b8597e98430b8d4f,13.98,15.79,1,29.77,control,True,False,0.0,13.98,29.77
5713e6bc9a550b3abc8c7aa03a2db95d,712.3,65.07,1,777.3699999999999,control,False,False,0.0,712.3,777.3699999999999
5977d8425a6b519d6711a0beeb5a98b2,35.99,18.23,1,54.22,treatment,True,True,66.4084371785426,102.3984371785426,102.3984371785426
689d9b46b0376ea4ebaeac46ebd6fc18,46.0,12.79,1,58.79,control,True,False,0.0,46.0,58.79
06691ef50a126916cb2d45040258ee3c,93.5,55.93,1,149.43,treatment,True,True,18.97038390348309,112.47038390348308,112.47038390348308
927ca6bf25d6e13695224ff77dd430ea,189.9,10.46,1,200.36,treatment,False,False,0.0,189.9,189.9
d7085875e0a68ee25df2db4f1ec9fc61,149.0,12.54,1,161.54,treatment,False,False,0.0,149.0,149.0
55dac85c562ddd9e05ddeaffa7631a0b,49.99,16.32,1,66.31,control,True,False,0.0,49.99,66.31
d80dec5549fb36ee6d86d10494aa5d89,67.9,8.72,1,76.62,treatment,True,True,40.23796862781255,108.13796862781255,108.13796862781255
a512634a0377a863c1f77f2ad31506e0,66.99,22.97,1,89.96,treatment,True,False,0.0,66.99,89.96
52e0ef964835e225bef5565b7cb87f0c,149.9,18.3,1,168.20000000000002,treatment,False,False,0.0,149.9,149.9
5a6cd6b1857e91f2e14f76af61a7ec07,368.8,11.33,1,380.13,treatment,False,False,0.0,368.8,368.8
71d7141d917163379d3bd485bb9a4265,111.9,23.58,1,135.48000000000002,treatment,False,False,0.0,111.9,111.9
96579b3ca52d82b041b4fc2be5ffb7a9,49.95,11.85,1,61.8,treatment,True,True,63.445089024364954,113.39508902436495,113.39508902436495
688e8c4e44449eb1a6733ff458e9e70e,49.5,50.0,1,99.5,control,True,False,0.0,49.5,99.5
963b30eb819d6ba60329a7510e4e3d0c,63.8,30.2,2,94.0,treatment,True,False,0.0,63.8,94.0
7c921161980003eac272f619f2fa5776,115.9,53.41,1,169.31,treatment,False,False,0.0,115.9,115.9
03af60619b8abd880dd136ed837be800,59.89,15.3,1,75.19,control,True,False,0.0,59.89,75.19
321b1257cfaf6c0ca8a709d230158920,410.0,30.08,2,440.08,treatment,False,False,0.0,410.0,410.0
ef8bdca46820c9cd351e4f5fefb66673,79.0,13.57,1,92.57,treatment,True,False,0.0,79.0,92.57
5cf83f6f51a8b5c52504a09006a69eb0,49.9,17.66,1,67.56,treatment,True,False,0.0,49.9,67.56
e39f9d87fd277163f36c3d929e0a8cc8,16.99,15.23,1,32.22,control,True,False,0.0,16.99,32.22
661d0bde7291e9a8761e0769cf4d954c,126.99,37.85,1,164.84,control,False,False,0.0,126.99,164.84
0c8afaedb1f20b1655f3ff0d84b4424c,172.0,27.52,1,199.52,treatment,False,False,0.0,172.0,172.0
3f759c1be195e02e58191e02a9e8a565,185.0,23.26,1,208.26,treatment,False,False,0.0,185.0,185.0
62fd709303ada1fdabb94af48092000b,159.9,22.2,1,182.1,control,False,False,0.0,159.9,182.1
0988c678736998fba42218af0ebf2c1f,13.9,18.23,1,32.13,treatment,True,False,0.0,13.9,32.13
5546e31c47b50234b9ac599f2f8c0061,17.19,12.79,1,29.98,treatment,True,True,100.83893659076759,118.02893659076759,118.02893659076759
9497fdeba0ce6632e8e88b47fba765fe,55.0,19.36,1,74.36,treatment,True,True,50.30417073993658,105.30417073993658,105.30417073993658
00bd50cdd31bd22e9081e6e2d5b3577b,78.0,7.8,1,85.8,treatment,True,True,34.15371282101622,112.15371282101623,112.15371282101623
9a194607b0125b5c6c0e01a53843080f,54.9,36.0,1,90.9,control,True,False,0.0,54.9,90.9
a6832f84211588f24e426d167333044e,119.9,18.09,1,137.99,control,False,False,0.0,119.9,137.99
415c1b3a4f7d686212cf08f53ad40271,15.0,8.72,1,23.72,control,True,False,0.0,15.0,23.72
7064a07883ee3b4bb82d7252c3519546,11.55,7.78,1,19.33,treatment,True,False,0.0,11.55,19.330000000000002
4fd95287834e5721e6dd034110ea149e,24.0,11.85,1,35.85,control,True,False,0.0,24.0,35.85
cc80e8ed42d1d4ac3dbe8e800672d01c,59.9,21.26,1,81.16,control,True,False,0.0,59.9,81.16
6bd0fc624485f2d1ad4aad6df1569d1a,399.0,29.74,1,428.74,control,False,False,0.0,399.0,428.74
5917ce1efc6236fc7a96079d1f91a966,450.0,51.88,1,501.88,treatment,False,False,0.0,450.0,450.0
05ac54e2c004e051fa139f2efc01fadb,819.9,12.99,1,832.89,treatment,False,False,0.0,819.9,819.9
09956a4d0066f2ef4e70f7ae51e2c9f3,129.9,17.16,1,147.06,control,False,False,0.0,129.9,147.06
04daee30107ba31302f8528918ba7f37,24.9,15.1,1,40.0,control,True,False,0.0,24.9,40.0
229612638439ed12c6b5dcb6c3ac658d,92.0,61.93,1,153.93,treatment,True,False,0.0,92.0,153.93
87da0bebd85724d8dc20289da550ce1b,39.9,15.11,1,55.01,control,True,False,0.0,39.9,55.01
0d76cf23189a0ba8c00a570e0021d527,59.9,16.18,1,76.08,control,True,False,0.0,59.9,76.08
dd936caa925da4ddcfc308b3c788f643,49.98,22.3,2,72.28,control,True,False,0.0,49.98,72.28
0e1ddbe485dfa358d24e22e5394d0484,363.56,32.96,2,396.52,control,False,False,0.0,363.56,396.52
37f6cceb272b1ae10ed4bd8cc0d4a98a,45.97,19.51,1,65.48,control,True,False,0.0,45.97,65.48
0e58e440db9719a92aae3d8ce4201168,34.54,7.78,1,42.32,control,True,False,0.0,34.54,42.32
70e6329357c33a4f1c54d27e53a38231,44.0,20.4,1,64.4,control,True,False,0.0,44.0,64.4
2c8ad966b56668262728f44fbe18c4f5,179.9,24.13,1,204.03,treatment,False,False,0.0,179.9,179.9
127b492558d1b28fa8859e45539a981f,25.0,16.11,1,41.11,control,True,False,0.0,25.0,41.11
e39f6d647b130bfdb91a5804be15c88a,92.9,21.45,1,114.35,treatment,True,False,0.0,92.9,114.35000000000001
e599e00118212fd3f10f88ef85587204,140.0,57.65,1,197.65,treatment,False,False,0.0,140.0,140.0
7f6767778dfebc9eb3bb27b43584789a,91.9,19.83,1,111.73,control,True,False,0.0,91.9,111.73
806a1957ff8cbc748448e062ac9affc5,219.0,61.81,1,280.81,treatment,False,False,0.0,219.0,219.0
b455f4f7dbd2dec94ffdc1acac234288,39.0,15.1,1,54.1,control,True,False,0.0,39.0,54.1
31e16c0b68bf061881fbd1d124697dd4,53.9,27.11,1,81.00999999999999,treatment,True,False,0.0,53.9,81.00999999999999
be82634d36d47e922d16c1dc2c0291c4,53.99,15.26,1,69.25,control,True,False,0.0,53.99,69.25
7e27277184720891692df939d3a7b048,63.0,15.54,1,78.53999999999999,control,True,False,0.0,63.0,78.53999999999999
2abdeb2a279a7199a59ee4c87dbf1e9b,195.0,13.81,1,208.81,control,False,False,0.0,195.0,208.81
ee5c259515ecb317e1e70dc9e84fdab4,49.97,16.11,1,66.08,treatment,True,True,65.86871245927529,115.83871245927529,115.83871245927529
80ee0a82f590558e393bafe1232ae1f9,95.0,14.42,1,109.42,treatment,True,False,0.0,95.0,109.42
60d9a5e952b00c9a481aa0e3d641b354,359.0,10.71,1,369.71,treatment,False,False,0.0,359.0,359.0
80039f1a61066974579290461478b384,129.9,27.23,1,157.13,control,False,False,0.0,129.9,157.13
d57880ebc950c50f75a5373d64b9bbc6,76.09,8.69,1,84.78,treatment,True,True,29.47535321637539,105.5653532163754,105.5653532163754
1c79b6d729e3237f640dcf981b468fe8,29.9,10.96,1,40.86,control,True,False,0.0,29.9,40.86
7955ebc3660bd2a004a4eaa016b3a190,59.9,17.67,1,77.57,treatment,True,True,59.55688317320045,119.45688317320045,119.45688317320045
35396f77ed59c57d4b0a6005a7cc23c0,25.0,7.44,1,32.44,control,True,False,0.0,25.0,32.44
7fb427cd4340774b923e6c217c94d399,259.98,27.86,2,287.84000000000003,control,False,False,0.0,259.98,287.84000000000003
0e9ed1bc6589695f10e03b8eca833201,118.13,17.02,1,135.15,control,False,False,0.0,118.13,135.15
ac354a1df0a6139d9bffe004c924c10a,129.9,29.31,1,159.21,control,False,False,0.0,129.9,159.21
eb7934e2144a9fa719e1f9b7f6b36270,99.99,12.15,1,112.14,treatment,True,False,0.0,99.99,112.14
d6f7121c5ede8e22d75e57b6e836871f,84.9,22.52,1,107.42,control,True,False,0.0,84.9,107.42
1685d74489a94f21cae1b0ea3fff8f21,589.0,26.44,1,615.44,treatment,False,False,0.0,589.0,589.0
f7b81026b3df84615ec2f1b82e35ea81,89.99,10.81,1,100.8,control,True,False,0.0,89.99,100.8
c1377e7b1831c006b3739d06c303ea69,310.53,20.05,1,330.58,treatment,False,False,0.0,310.53,310.53
c312c453f248b2bd69d3e18e2112214e,84.0,12.72,1,96.72,control,True,False,0.0,84.0,96.72
eec18cec4f5f09fbfb40786402695c0c,20.0,11.73,1,31.73,control,True,False,0.0,20.0,31.73
19cafdf7469104c432959892a04920a2,13.99,25.63,1,39.62,treatment,True,False,0.0,13.99,39.62
4cd1bfe6723bb2e83a8045cbea275c65,119.8,18.0,1,137.8,control,False,False,0.0,119.8,137.8
01882618ede11253381513166b49429e,29.9,18.31,1,48.209999999999994,control,True,False,0.0,29.9,48.209999999999994
ba41a24657e04c46f93a0c763f8a5646,59.99,13.44,1,73.43,treatment,True,True,57.18683166828521,117.17683166828522,117.17683166828522
0489c7b710f3ebccafbd087c3c53bc2d,69.0,12.61,1,81.61,treatment,True,True,35.393642667516524,104.39364266751653,104.39364266751653
233dd5ff8fcf29748ef3f96a24750ea8,179.0,27.91,1,206.91,control,False,False,0.0,179.0,206.91
ea97616a19d3b2683ab949def1037708,66.9,15.68,1,82.58000000000001,control,True,False,0.0,66.9,82.58000000000001
d16b2207d93383dc91aa5da54cec3d0a,89.9,16.26,1,106.16,treatment,True,False,0.0,89.9,106.16000000000001
31339e08b23bc094968740000fba12f0,56.99,14.57,1,71.56,control,True,False,0.0,56.99,71.56
7463f829999f41a9eea1e98f4e52b48d,59.0,25.69,1,84.69,control,True,False,0.0,59.0,84.69
306853b36db7e021935becc988e4fef8,1798.0,144.0,1,1942.0,control,False,False,0.0,1798.0,1942.0
df6b027b8ccc733f264b64dd4f6de13a,10.0,12.48,1,22.48,treatment,True,True,99.78558522103206,109.78558522103206,109.78558522103206
021f26893462ec6a677baba7f06ce4c1,49.95,11.85,1,61.8,treatment,True,False,0.0,49.95,61.800000000000004
bd6a23b926eaaee84f90244b9bcb12ac,29.0,18.3,1,47.3,control,True,False,0.0,29.0,47.3
a52fca56c21fd8b4564823dd3c99120c,116.0,15.57,1,131.57,control,False,False,0.0,116.0,131.57
d6e4c66836507e15b054fd436417a9d0,1004.99,35.02,1,1040.01,control,False,False,0.0,1004.99,1040.01
561e1660c58ab3daf4a9176547f0259a,325.0,14.71,1,339.71,treatment,False,False,0.0,325.0,325.0
c8552e53c39ddd0a833f474899d5a966,154.89,10.5,1,165.39,control,False,False,0.0,154.89,165.39
0068fb0e223115e911d362627e8b8800,77.9,13.89,1,91.79,control,True,False,0.0,77.9,91.79
aace0cf63f6c71ef4c9ea309cdafe5f7,21.9,12.79,1,34.69,treatment,True,False,0.0,21.9,34.69
20648e7d48939d4edd1dec4781fc1680,207.36,48.72,3,256.08000000000004,control,False,False,0.0,207.36,256.08000000000004
c9ffd64db3f411822cf589bc1a567f0a,59.0,7.78,1,66.78,treatment,True,True,59.46337423508359,118.46337423508359,118.46337423508359
dd9da3d7a26689e951d0153988f8fb2c,89.15,17.06,1,106.21,control,True,False,0.0,89.15,106.21000000000001
e02abba86c2340a09ce002e3dcff5229,178.99,19.13,1,198.12,control,False,False,0.0,178.99,198.12
7c9c832fe99dad4a802af290889522e5,118.8,27.78,1,146.57999999999998,control,False,False,0.0,118.8,146.57999999999998
7a506b988de5fc1e95e780a6d3282a73,449.9,30.22,1,480.12,treatment,False,False,0.0,449.9,449.9
7954fe1680493c893c4ec14df43ebb73,152.0,21.18,1,173.18,treatment,False,False,0.0,152.0,152.0
e47110d41905de410a2e6b8e4d9997ef,71.82,17.75,1,89.57,treatment,True,False,0.0,71.82,89.57
9a0cebd801c90d02abe53d221d4cb605,149.9,12.75,1,162.65,control,False,False,0.0,149.9,162.65
6b7ebe19e66635ace7e1c9c556745a38,89.1,18.2,1,107.3,treatment,True,True,12.133491672419154,101.23349167241915,101.23349167241915
394982dd5fcd18831c2428167b924f2d,50.75,7.62,1,58.37,control,True,False,0.0,50.75,58.37
af4406338c93f1ae4eb1ce820f3506bc,59.9,13.44,1,73.34,control,True,False,0.0,59.9,73.34
f2b24727b13debfb30a1affc5bcbcede,24.9,9.09,1,33.989999999999995,treatment,True,False,0.0,24.9,33.989999999999995
05f215a71e36c6985cb764b530d1e45c,20.7,15.1,1,35.8,control,True,False,0.0,20.7,35.8
b8032632cbd7944f63573ccb8e2f5558,549.9,18.95,1,568.85,control,False,False,0.0,549.9,568.85
00a3f1ef430d3984dece2f39d6cbf431,179.0,22.99,1,201.99,control,False,False,0.0,179.0,201.99
448ac35cb407cbbf4d717de9b706ea01,120.0,18.72,1,138.72,control,False,False,0.0,120.0,138.72
7f78756aedc6c867e69e2dcfef932294,279.9,13.46,1,293.35999999999996,control,False,False,0.0,279.9,293.35999999999996
8c8eb180639e9bf917a45e7acef96a42,144.94,18.73,1,163.67,treatment,False,False,0.0,144.94,144.94
46dc14e76e68252f0c7883545008ca1a,316.83,41.08,1,357.90999999999997,control,False,False,0.0,316.83,357.90999999999997
f8f47214bc000a1f31116b5bd44f3d98,189.9,95.31,1,285.21000000000004,treatment,False,False,0.0,189.9,189.9
4642ed1845e7cd193a89f622e9f4611b,189.89,40.63,2,230.52,treatment,False,False,0.0,189.89,189.89
e775e2a68408d7fa3fc0297268f1abf4,274.95,23.23,1,298.18,control,False,False,0.0,274.95,298.18
b1417ba6ab7c47ce85dd05e068e2afe1,172.33,17.65,1,189.98,control,False,False,0.0,172.33,189.98000000000002
e72225f0958755f8cf49592aa3b45518,29.9,10.76,1,40.66,control,True,False,0.0,29.9,40.66
1125c81efc6a16e16349a678434feac0,17.99,15.1,1,33.089999999999996,treatment,True,False,0.0,17.99,33.089999999999996
37e1d9b8fc877b2c60bf51d2c4d8dbc6,93.49,14.05,1,107.54,control,True,False,0.0,93.49,107.53999999999999
477f47650910f1f97f312463b8c948d7,690.0,21.27,1,711.27,treatment,False,False,0.0,690.0,690.0
04cc9ab9d21b11d7aca691cf7facaaa1,509.0,27.09,2,536.09,control,False,False,0.0,509.0,536.09
598e0b2b828aee119bc59b9fdb2fc1c0,68.9,11.09,1,79.99000000000001,treatment,True,False,0.0,68.9,79.99000000000001
86040e964f7db9d08d8e1f3b791f1871,19.9,7.39,1,27.29,control,True,False,0.0,19.9,27.29
6bcee650c0948a4d061fbac64d157ba5,95.0,13.33,1,108.33,control,True,False,0.0,95.0,108.33
0fe0304e435117f8e45fe2b298ed25bd,467.0,15.71,1,482.71,treatment,False,False,0.0,467.0,467.0
e0122dcea3d741a8fd7ab4cd7f770a63,69.0,16.92,1,85.92,treatment,True,True,40.00553620883181,109.00553620883181,109.00553620883181
82e321af7534ba70a73929d2e4c2cf36,36.29,8.94,1,45.23,control,True,False,0.0,36.29,45.23
c2734bdbfb8421d4b553df66c3f60d8e,149.9,15.9,1,165.8,treatment,False,False,0.0,149.9,149.9
3ffadf14829f9c35c258e08bb1982a70,104.0,42.76,1,146.76,control,False,False,0.0,104.0,146.76
32ab57d50a48de6379e2506ad1aa2b03,109.9,18.02,1,127.92,treatment,False,False,0.0,109.9,109.9
6241cda1675cb9e42e0a934f7c71812a,10.99,15.1,1,26.09,treatment,True,False,0.0,10.99,26.09
bae0685618c3c445fd4b477c9e265727,9.9,8.29,1,18.19,control,True,False,0.0,9.9,18.189999999999998
0e8d01612d9142229f68faabe6a0c51c,31.9,21.15,1,53.05,control,True,False,0.0,31.9,53.05
d91a712b4ecf0cba1183e01e2808599c,135.99,18.52,1,154.51000000000002,control,False,False,0.0,135.99,154.51000000000002
88ee50871d29b82810c4a8bac33aa004,117.4,20.01,1,137.41,treatment,False,False,0.0,117.4,117.4
502e5055c2b73646d58038d1ece95cf1,89.9,21.71,1,111.61,treatment,True,True,29.464176817258103,119.36417681725811,119.36417681725811
bc3648a9f94d2f9137c188a3140a9c7e,149.9,53.18,1,203.08,control,False,False,0.0,149.9,203.08
b369c8e0d0592b02a46074552afab72a,49.0,17.64,1,66.64,control,True,False,0.0,49.0,66.64
b96e1ccfc3162bcd442fccd2074e00c9,81.99,7.92,1,89.91,treatment,True,False,0.0,81.99,89.91
638cad2c050551138562aaae90afbb6c,139.9,26.26,1,166.16,treatment,False,False,0.0,139.9,139.9
cf3b05f002f2f6318d2b1dada8adec0f,239.9,22.17,1,262.07,treatment,False,False,0.0,239.9,239.9
9ff4440ee0d71eac7b46592220856401,105.3,23.54,1,128.84,control,False,False,0.0,105.3,128.84
129752a77c2cbf91fc9892660f83dc79,205.81,19.98,1,225.79,control,False,False,0.0,205.81,225.79
b23aeca07ccf41934cc0bbdd0f2cc662,101.75,23.29,1,125.04,control,False,False,0.0,101.75,125.03999999999999
751c243ac05d86027b2fea2198de7d3c,189.0,16.07,1,205.07,treatment,False,False,0.0,189.0,189.0
cb9f1593718b376b364bf688ce11d3b6,186.0,22.14,1,208.14,control,False,False,0.0,186.0,208.14
e7ff3e04ea51ac8a43db1fc220c76ce2,115.0,21.26,1,136.26,treatment,False,False,0.0,115.0,115.0
266a198b3eba3404ac7d59f4f343b838,99.9,0.0,1,99.9,control,True,False,0.0,99.9,99.9
04105b54650921ca3246f52e6f175f46,69.9,0.0,1,69.9,treatment,True,False,0.0,69.9,69.9
6d5f722cdceaf1e8d589fa0279e55aac,81.5,13.93,1,95.43,treatment,True,True,24.590463783027666,106.09046378302767,106.09046378302767
afaee45f0a9f01571cc18395ecc4ad0e,69.5,13.15,1,82.65,treatment,True,False,0.0,69.5,82.65
5cddc0e7aa59980c2f6018bbbde4b776,59.99,14.17,1,74.16,control,True,False,0.0,59.99,74.16
4f7e18a54264d8e4a97a776cfbad2bd5,179.92,52.26,2,232.18,control,False,False,0.0,179.92,232.17999999999998
85e84e0247a114a9d610cb0a24710ad3,59.9,18.52,1,78.42,control,True,False,0.0,59.9,78.42
eb5265687d8744ff9d5147004298fb36,129.0,15.66,1,144.66,treatment,False,False,0.0,129.0,129.0
8b8ee8d115e160bfafaf37cd37a37010,22.97,18.23,1,41.2,treatment,True,False,0.0,22.97,41.2
cdf3be569e5ffb3e78f84d92c20336a7,29.99,11.23,1,41.22,treatment,True,False,0.0,29.99,41.22
f033a26ffcfd028f925b880c5ba6779c,29.99,15.1,1,45.09,treatment,True,True,87.42342936428642,117.41342936428642,117.41342936428642
e9c1cd6b45624aa77cf10be70487d8e8,139.9,34.36,1,174.26,treatment,False,False,0.0,139.9,139.9
2ff94b5adbd4735e19153ea5bcaf8ebe,44.9,7.78,1,52.68,control,True,False,0.0,44.9,52.68
e70216ba107820e5ae3a74bae559bc6a,149.89,10.46,1,160.35,treatment,False,False,0.0,149.89,149.89
06d614f169d6f1a04c85b382d4bd462c,359.9,14.52,1,374.42,control,False,False,0.0,359.9,374.41999999999996
e93a08b4b8bec070a829d321c8172c49,69.9,17.77,1,87.67,control,True,False,0.0,69.9,87.67
9b32795311e821b3314911f55bb8a327,53.400000000000006,71.1,6,124.5,treatment,True,False,0.0,53.400000000000006,124.5
cd9a9c293aa0ea00d1419883307e9544,59.9,13.44,1,73.34,control,True,False,0.0,59.9,73.34
f0427cccb303a6d9c1d33af23a9f0c65,84.99,18.17,1,103.16,control,True,False,0.0,84.99,103.16
fb3d9e762ad9fb92971864a84c619fec,128.0,35.19,1,163.19,treatment,False,False,0.0,128.0,128.0
3521cc9e135966413d4c3eb1a212e19a,199.0,25.94,1,224.94,control,False,False,0.0,199.0,224.94
7d1541a6b298a1d3e07f889c595e69c3,129.9,40.1,1,170.0,treatment,False,False,0.0,129.9,129.9
f5b9dc711b5c8bbb790782cc79db82d5,29.99,22.93,1,52.92,control,True,False,0.0,29.99,52.92
2dc82d1bd19ac194b91db9b17adc5a62,199.99,45.2,1,245.19,control,False,False,0.0,199.99,245.19
0da30436a667e82020c86b5da53c0b21,249.99,37.07,1,287.06,control,False,False,0.0,249.99,287.06
b1e68c1ac52a1a5cb5051d07ae91ff06,13.9,14.52,1,28.42,control,True,False,0.0,13.9,28.42
fc4867a61bde1254dbbf346ce5f30d22,57.0,11.15,1,68.15,treatment,True,True,59.8126528963825,116.8126528963825,116.8126528963825
56b3437c01d796a7b06aa2b4fefa1008,68.7,22.8,1,91.5,control,True,False,0.0,68.7,91.5
fc3eb1dcbbc011d4693b4efc280fc462,29.99,15.79,1,45.78,treatment,True,False,0.0,29.99,45.78
bac2a0865fcd2f0a6d08ea425fd888c3,154.89,23.58,1,178.46999999999997,control,False,False,0.0,154.89,178.46999999999997
8e3944fa77034393e3a23b589af8e3ba,466.0,18.89,1,484.89,treatment,False,False,0.0,466.0,466.0
e3eaa14ceb4c1a05b53e7fb74fdc488b,152.0,20.03,1,172.03,treatment,False,False,0.0,152.0,152.0
64e1395d7ea3914c0f8a6706849e73ad,179.98,27.98,2,207.96,treatment,False,False,0.0,179.98,179.98
5a02cf91e6ef1031cf794d1cb430fecc,339.0,10.14,1,349.14,control,False,False,0.0,339.0,349.14
b3108f27643eea40f4f48165e702ec26,72.9,12.85,1,85.75,control,True,False,0.0,72.9,85.75
6aaa7d9d6982325a6d29592aa3aaa7c9,15.0,14.1,1,29.1,control,True,False,0.0,15.0,29.1
7ec1e3874c69a513e785a5b0cc71dafc,33.0,13.71,1,46.71,treatment,True,False,0.0,33.0,46.71
31f67bef2180ffdf0dbf11db4b0a4380,90.0,30.04,1,120.04,control,True,False,0.0,90.0,120.03999999999999
d82b278ce974fb241a84117441013d91,110.32,18.65,1,128.97,control,False,False,0.0,110.32,128.97
6c0c06748330cb44b0e4d49f295251c3,14.99,14.1,1,29.09,treatment,True,False,0.0,14.99,29.09
75213e459cfe44a61c496c864e0a8c63,32.99,15.11,1,48.1,control,True,False,0.0,32.99,48.1
178a25841b0490cf789963c9a98cac1e,42.99,19.32,1,62.31,treatment,True,False,0.0,42.99,62.31
b5685de8123bd5d22f75055f38b6cf7e,29.9,17.78,1,47.68,control,True,False,0.0,29.9,47.68
5753fab4ca88fe20c5a7e8c843941287,99.9,16.46,1,116.36,control,True,False,0.0,99.9,116.36000000000001
28ee4942e257119c5bdc4d00b182ba6d,150.9,18.63,1,169.53,treatment,False,False,0.0,150.9,150.9
69cc55eb653cc27eea935e7a0d26b83a,98.44,13.81,1,112.25,control,True,False,0.0,98.44,112.25
eb96e626e9e03230dd582597da1a68ff,39.5,19.32,1,58.82,treatment,True,True,60.85427701218778,100.35427701218778,100.35427701218778
bc42350f1283e4cdf88ad8aee1cb2971,25.98,23.46,2,49.44,control,True,False,0.0,25.98,49.44
