householdID,total_ppl,own_rent,square_foot,household_income,number_pets,county,entertainment_spend_est,travel_spend_est,under_12,LL_passholder
4383,2,own,3327,60779,1,York,2128,3056,1,Yes
4384,3,rent,3307,36945,2,Sagadahoc,2956,2561,1,No
4385,3,own,3781,72258,1,York,4378,3722,2,No
4386,3,own,3313,47798,2,York,1364,3441,2,Yes
4387,3,rent,2478,55301,0,Cumberland,2879,3520,2,No
4388,4,own,4282,74232,1,York,3305,4286,2,No
4389,2,own,4238,74723,3,York,3214,3101,1,Yes
4390,2,own,2746,84889,0,Cumberland,3236,2695,2,Yes
4391,3,own,2732,30669,2,Cumberland,2381,3123,2,No
4392,3,own,3540,104162,3,York,3274,4429,2,No
4393,4,own,1908,68178,3,Cumberland,1916,3392,1,Yes
4394,5,own,2860,80497,1,Cumberland,3249,3247,2,Yes
4395,3,own,2741,45030,0,Sagadahoc,2333,1470,1,Yes
4396,2,rent,2543,61299,1,Cumberland,1417,3682,1,No
4397,3,own,2682,75827,2,Cumberland,3493,2779,2,No
4398,5,own,4764,42183,1,York,2913,3676,2,No
4399,3,own,4727,82034,2,York,2490,4363,2,No
4400,3,own,2591,66814,1,Cumberland,3256,3611,3,Yes
4401,3,rent,2775,85694,2,Cumberland,3227,4452,2,No
4402,4,own,3089,66549,0,Cumberland,2178,4371,2,Yes
4403,3,own,3622,89069,1,York,4583,4023,2,Yes
4404,3,rent,2589,71051,1,Cumberland,2905,2426,2,No
4405,3,own,2769,79952,1,Cumberland,2457,3573,2,No
4406,4,own,3309,70280,3,Cumberland,1477,3708,2,No
4407,3,rent,3002,69713,2,Cumberland,2312,2973,1,No
4408,4,rent,4483,64015,1,York,3080,4150,2,No
4409,3,rent,2222,29185,2,Cumberland,2776,3760,2,No
4410,5,own,2344,61215,2,Cumberland,2352,3584,2,No
4411,3,rent,3270,55186,2,Cumberland,3424,3032,1,No
4412,4,own,3105,96350,2,Cumberland,2975,3271,2,Yes
4413,3,own,2791,76009,1,Cumberland,3162,3912,2,No
4414,2,rent,2532,41979,1,Cumberland,2182,4084,2,No
4415,2,own,3326,85052,2,Cumberland,2549,3546,1,No
4416,3,own,3226,66024,1,York,2099,5143,2,Yes
4417,3,own,2621,70713,3,Cumberland,2174,3624,2,No
4418,4,own,2398,84313,1,Cumberland,2162,3049,2,Yes
4419,2,own,2916,77865,0,Sagadahoc,3109,2819,1,No
4420,3,own,3041,24962,0,York,2738,3891,2,Yes
4421,4,own,3038,83557,1,Cumberland,3010,3463,2,Yes
4422,3,rent,2699,69778,2,Cumberland,1466,3439,2,No
4423,4,rent,2780,28870,0,Cumberland,2535,3248,2,No
4424,4,own,2689,27403,1,Sagadahoc,3084,2494,1,Yes
4425,4,own,3623,39026,3,York,3420,3064,1,Yes
4426,2,own,2931,74324,0,Cumberland,2561,3566,2,No
4427,2,own,1605,50323,2,Sagadahoc,3173,3042,2,Yes
4428,2,own,2924,102841,3,Cumberland,2003,4581,2,No
4429,2,rent,2314,59643,2,Cumberland,1797,3008,1,No
4430,3,rent,4478,68882,1,York,2815,4294,4,No
4431,6,own,4650,40473,2,York,2755,3647,2,Yes
4432,1,rent,2529,102425,1,Cumberland,3772,3267,0,No
4433,4,rent,2968,58863,3,Cumberland,2172,3642,1,No
4434,3,own,2158,72896,2,Cumberland,2458,4751,2,No
4435,2,own,3353,55957,2,Cumberland,3257,3032,1,No
4436,2,own,3527,95909,3,York,2412,4431,1,No
4437,2,own,2514,90887,1,Cumberland,2292,3865,1,Yes
4438,3,own,2026,80265,3,Cumberland,2440,4115,3,No
4439,3,rent,4129,54890,1,York,2854,2901,1,No
4440,3,own,2163,60579,2,Cumberland,2074,3511,2,No
4441,2,own,4152,58373,1,York,3016,4369,1,No
4442,4,rent,4367,69807,3,York,2006,2934,2,No
4443,5,rent,4512,72461,0,York,2383,4711,2,No
4444,4,own,4459,108639,2,York,3174,3668,3,No
4445,5,own,4537,63178,3,York,2182,2932,2,No
4446,3,own,3882,80433,0,York,3425,4188,1,No
4447,3,own,4224,102599,0,York,2434,4079,2,Yes
4448,4,rent,1660,76000,2,Sagadahoc,2411,1839,4,No
4449,2,own,2159,44163,1,Cumberland,3526,3494,1,No
4450,2,own,3318,98772,1,York,1834,2739,1,Yes
4451,3,own,1774,65936,1,Cumberland,2570,2620,2,No
4452,3,own,3047,89167,2,York,2929,3720,1,Yes
4453,3,own,4071,72957,2,York,2481,3612,2,Yes
4454,4,own,3199,95778,1,York,2105,3254,1,No
4455,3,own,4325,60141,1,York,2405,5908,2,No
4456,4,rent,2960,111126,1,Cumberland,2686,3836,2,No
4457,3,own,2695,84076,2,Cumberland,2592,2821,1,Yes
4458,3,rent,1674,66907,2,Sagadahoc,3281,3090,2,No
4459,3,own,2037,85787,0,Cumberland,2436,4157,2,Yes
4460,2,own,5132,102533,2,York,2135,3010,1,No
4461,5,own,2765,80513,1,Cumberland,2284,3330,2,No
4462,4,own,1875,72125,1,Cumberland,3183,3577,1,No
4463,3,own,3098,67189,1,Sagadahoc,2175,3063,1,Yes
4464,2,own,4286,86989,3,York,1888,3434,1,Yes
4465,3,own,3013,70881,3,Cumberland,2528,3227,3,No
4466,4,own,4107,58616,2,York,3075,3746,2,Yes
4467,6,own,3552,59183,1,York,4085,3972,2,Yes
4468,2,own,2659,66421,2,Cumberland,2134,3671,1,Yes
4469,4,own,3154,89957,2,Cumberland,2921,3682,2,Yes
4470,5,own,2668,73555,3,Cumberland,1039,3378,3,No
4471,2,own,4230,51434,2,York,3097,3980,1,Yes
4472,4,own,2435,96656,1,Cumberland,3127,2658,0,No
4473,2,own,2565,42901,2,Cumberland,2053,3460,1,Yes
4474,4,own,2550,54051,3,Cumberland,3252,4318,2,Yes
4475,3,own,2939,64777,2,Cumberland,2633,4147,2,Yes
4476,3,rent,2328,82316,2,Cumberland,2301,3921,2,No
4477,2,own,4267,102670,0,York,2513,4245,1,No
4478,4,own,2475,90603,2,Cumberland,2021,2877,3,No
4479,3,own,2926,53390,1,York,3140,3159,1,Yes
4480,3,own,4211,99560,3,York,2876,3738,2,Yes
4481,2,own,1735,53646,2,Cumberland,3668,3221,1,Yes
4482,2,own,2579,47429,1,Cumberland,1399,4083,1,Yes
4483,4,own,2597,78052,1,Cumberland,2756,2996,1,No
4484,4,rent,3248,75250,1,Cumberland,2640,3807,3,No
4485,4,own,2611,82554,2,Cumberland,3734,3601,1,Yes
4486,3,own,2288,85423,2,Cumberland,3293,3285,3,Yes
4487,4,own,3092,61556,2,Sagadahoc,2167,3691,1,No
4488,3,own,3631,87952,2,York,2373,3687,2,Yes
4489,4,rent,2824,63885,2,Cumberland,1904,3173,3,No
4490,4,rent,3638,84989,1,York,3305,3601,2,No
4491,3,own,2462,78749,2,Cumberland,2778,3070,2,No
4492,2,own,3654,64497,1,York,3473,3909,1,Yes
4493,3,own,3721,70261,2,York,4331,3193,2,Yes
4494,2,own,2936,74416,1,Cumberland,2664,3107,4,Yes
4495,2,own,2746,71240,2,Cumberland,2677,3015,2,No
4496,6,own,1849,85499,1,Sagadahoc,2770,3783,2,No
4497,3,own,2495,70589,2,Cumberland,1998,4156,3,No
4498,2,own,2703,97860,2,Cumberland,1793,3502,1,No
4499,2,rent,2079,57210,2,Sagadahoc,2409,3648,1,No
4500,6,own,3283,73054,2,York,1508,3089,1,Yes
4501,2,own,3190,84138,2,York,1913,3527,1,Yes
4502,3,own,3369,51517,2,Cumberland,1738,3755,2,Yes
4503,4,own,2970,68154,2,York,2217,3204,2,No
4504,3,rent,3417,61147,1,York,2966,4828,1,No
4505,2,own,2403,67187,2,Cumberland,2903,3256,1,No
4506,2,own,3555,86021,2,York,2632,4049,2,No
4507,3,own,4128,51504,2,York,1604,4023,2,No
4508,4,own,2429,97695,1,Cumberland,3230,4103,2,Yes
4509,4,own,4119,57024,1,York,2754,3027,2,Yes
4510,4,rent,2789,51908,2,Cumberland,1284,3093,1,No
4511,3,own,3969,60521,2,York,3131,4179,2,No
4512,4,own,2805,47034,4,Cumberland,2907,4145,2,No
4513,3,own,2515,88032,1,Cumberland,4004,2737,2,Yes
4514,3,rent,2175,83210,2,Cumberland,3794,3830,2,No
4515,3,own,3089,49973,2,Cumberland,1466,3373,2,No
4516,3,own,3057,67668,2,Cumberland,2436,4253,2,Yes
4517,2,own,2086,72618,1,Cumberland,3170,2952,1,Yes
4518,3,own,3497,66721,2,Cumberland,3106,3906,2,Yes
4519,3,own,5426,65391,1,York,2251,4998,2,No
4520,2,own,4303,80797,1,York,3960,3729,1,Yes
4521,2,own,2492,76268,2,Cumberland,2222,3386,1,No
4522,4,own,2772,44883,1,Sagadahoc,4208,2840,3,No
4523,3,own,2309,74377,2,Cumberland,2013,4631,1,Yes
4524,3,own,2625,86231,0,York,3108,3715,2,Yes
4525,5,own,3267,81594,0,Cumberland,2864,3812,2,Yes
4526,3,own,2819,78400,1,Cumberland,2416,2899,2,No
4527,3,own,2591,110454,1,Cumberland,2461,3125,2,No
4528,3,own,4326,67321,2,York,2404,4336,2,Yes
4529,4,own,2822,101667,2,Cumberland,1374,3905,3,Yes
4530,3,rent,3740,98600,2,York,3432,3639,1,No
4531,3,own,3386,67225,1,York,2067,4053,2,No
4532,3,own,3456,56150,2,York,4174,3384,3,Yes
4533,3,rent,3066,64362,3,Sagadahoc,3223,2817,2,No
4534,2,own,3099,65071,2,Cumberland,2620,3905,1,No
4535,2,own,2626,83237,2,Cumberland,2947,4319,1,No
4536,5,rent,2246,70245,2,Cumberland,1887,3784,2,No
4537,2,own,4054,95760,1,York,2317,3838,1,No
4538,4,rent,4378,85293,1,York,3802,3816,1,No
4539,5,own,4416,83157,2,York,3142,3337,2,No
4540,3,rent,2922,58863,2,Sagadahoc,1738,3238,2,No
4541,4,own,1839,87836,0,Cumberland,2683,2683,2,No
4542,2,own,2693,68168,2,Cumberland,1757,3924,2,Yes
4543,3,own,2607,69659,2,Cumberland,2672,3965,3,Yes
4544,4,own,4718,65726,2,York,2678,3866,3,No
4545,3,own,2320,101190,2,Cumberland,2706,2832,3,No
4546,2,rent,2518,71008,2,Cumberland,2605,3621,2,No
4547,3,own,3850,69900,1,York,2762,3422,2,Yes
4548,5,rent,3533,53930,2,Cumberland,772,3740,2,No
4549,4,own,2822,72870,3,Cumberland,2262,3207,1,Yes
4550,3,rent,3490,60024,1,Cumberland,2144,2606,2,No
4551,3,own,2222,85122,1,Cumberland,3571,3159,2,No
4552,2,own,3714,83197,1,Cumberland,2159,2536,2,Yes
4553,3,own,4005,59414,0,York,3010,4303,1,Yes
4554,4,own,4572,43499,2,York,3430,3493,1,No
4555,4,own,2658,96905,2,Cumberland,2309,2337,1,No
4556,5,rent,2804,49886,2,Cumberland,2552,3332,2,No
4557,2,own,3175,88789,1,Cumberland,3010,2749,2,Yes
4558,3,own,2552,82805,2,Cumberland,3122,3250,1,Yes
4559,4,own,3349,66147,2,York,3036,4105,2,Yes
4560,3,rent,2096,107019,2,Cumberland,1887,3520,2,No
4561,4,own,3229,35846,1,Cumberland,3263,3440,1,No
4562,3,own,2497,41695,1,Cumberland,2094,3180,3,Yes
4563,5,rent,2887,89050,0,Cumberland,2781,3996,2,No
4564,3,own,4604,42180,1,York,3986,4325,2,No
4565,3,own,2838,67539,2,Sagadahoc,3145,2900,1,Yes
4566,3,own,3020,47646,2,Cumberland,2806,3337,2,Yes
4567,2,rent,3063,85622,2,York,3960,3874,2,No
4568,5,rent,2127,67430,1,Sagadahoc,2201,3888,3,No
4569,3,rent,3003,77112,2,Cumberland,2519,3633,2,No
4570,3,own,2738,70347,3,Sagadahoc,2680,3813,1,No
4571,3,own,3572,79151,0,Cumberland,2219,4753,1,Yes
4572,2,rent,2518,92800,1,Cumberland,1228,3048,3,No
4573,2,own,3366,39201,1,York,2016,3550,2,No
4574,3,own,3157,80895,1,Cumberland,2518,3594,2,No
4575,3,rent,3048,59265,2,York,2303,3920,1,No
4576,2,own,2961,99309,2,Cumberland,2484,4274,3,No
4577,4,rent,2949,72034,2,Cumberland,4131,3455,3,No
4578,4,rent,3222,57263,3,Cumberland,3349,3825,1,No
4579,3,rent,3219,41786,2,Cumberland,3508,3425,1,No
4580,3,rent,3393,73644,2,Cumberland,2274,3033,1,No
4581,2,own,2005,83134,1,Cumberland,4105,3039,1,No
4582,2,own,2380,81909,1,Cumberland,2289,3544,2,No
4583,3,own,3530,76751,1,York,1955,2852,2,Yes
4584,2,own,3554,74979,3,Cumberland,2798,3227,2,Yes
4585,2,own,3001,66875,1,Cumberland,2983,4547,2,No
4586,4,own,2715,76939,2,Cumberland,2930,3823,1,Yes
4587,3,own,3335,93984,1,Cumberland,3508,3061,2,Yes
4588,2,rent,3306,79653,3,York,3933,3699,1,No
4589,2,own,3753,93509,2,York,938,4951,1,No
4590,4,own,3873,82190,1,York,2186,2572,1,Yes
4591,3,rent,2626,82886,2,Cumberland,2475,3499,2,No
4592,2,own,1796,94624,1,Cumberland,2818,3405,1,No
4593,3,own,3632,58890,1,York,3134,3709,2,Yes
4594,4,own,2812,96423,0,Cumberland,3779,4311,2,No
4595,3,rent,2026,93551,3,Cumberland,1599,3222,2,No
4596,4,own,2949,93574,2,Cumberland,3084,3065,3,No
4597,4,rent,4191,73650,1,York,4105,3713,1,No
4598,4,rent,2232,54796,0,Cumberland,1823,4023,1,No
4599,3,rent,3008,74258,1,Sagadahoc,2865,2778,2,No
4600,2,own,4112,61742,1,York,1986,3903,1,No
4601,3,own,3840,90884,0,York,2700,3265,2,No
4602,3,own,3361,49637,2,York,3671,3294,2,Yes
4603,3,own,3384,73980,2,York,2572,4243,2,No
4604,3,own,2479,78122,1,Cumberland,1363,3678,1,No
4605,2,rent,3217,68430,1,Cumberland,2961,4158,2,No
4606,3,own,4215,79855,1,York,4302,4422,2,No
4607,3,own,2209,41318,1,Cumberland,2636,3983,0,No
4608,3,own,3158,57804,1,Cumberland,1847,2914,2,No
4609,2,own,2656,74006,2,Cumberland,1681,4431,1,No
4610,2,own,4003,100165,1,York,3930,4202,1,No
4611,3,own,4309,72467,0,York,1949,3135,2,Yes
4612,3,own,2669,65859,2,Sagadahoc,2942,2485,2,Yes
4613,2,own,3655,87158,3,York,2089,3994,1,No
4614,2,rent,2229,61747,2,Sagadahoc,1667,3004,1,No
4615,3,own,2415,104134,2,Cumberland,2664,4115,1,No
4616,5,own,3394,98558,2,York,3717,3940,2,Yes
4617,4,own,4307,81169,2,York,2575,4333,2,Yes
4618,4,own,4182,63544,1,York,2675,3999,2,No
4619,4,own,3314,75053,1,York,2836,4310,2,Yes
4620,2,own,3094,66620,2,Cumberland,1113,3348,1,Yes
4621,4,own,3889,86373,2,York,3782,4768,4,Yes
4622,4,own,2022,71016,2,Cumberland,2233,3991,2,No
4623,3,own,3918,63194,1,York,1553,3712,2,No
4624,3,own,4127,70470,2,York,1285,4473,2,No
4625,4,rent,4109,85716,3,York,2568,3754,2,No
4626,3,own,2755,77003,3,Cumberland,2707,4045,2,Yes
4627,4,rent,4064,58932,1,York,2436,3228,2,No
4628,2,own,4559,74970,1,York,3183,3230,1,No
4629,2,own,2794,104849,0,Cumberland,1999,4009,2,Yes
4630,3,own,3038,64217,1,Cumberland,2186,3538,1,No
4631,3,own,3908,112660,3,York,2116,4278,2,No
4632,3,rent,4331,77881,3,York,3170,4020,1,No
4633,3,own,3058,49663,3,York,2934,4173,2,No
4634,3,own,3793,74454,2,Cumberland,2760,3820,2,Yes
4635,3,own,2661,53027,1,Cumberland,2466,2682,2,No
4636,2,own,3499,93529,2,York,2584,4934,1,Yes
4637,4,own,3390,86948,2,Cumberland,2816,3167,1,No
4638,3,own,4785,94049,3,York,2830,4774,2,No
4639,2,rent,2586,76593,1,Cumberland,2575,4181,1,No
4640,3,own,2158,34528,2,Cumberland,3259,2701,2,Yes
4641,4,own,4494,89935,1,York,4206,3752,1,No
4642,3,own,2561,88497,2,Sagadahoc,3261,2517,2,Yes
4643,3,own,2925,58169,1,Sagadahoc,2392,2668,2,No
4644,3,own,3333,101482,1,Cumberland,1943,3684,2,Yes
4645,3,own,2162,63064,1,Cumberland,3067,3103,1,No
4646,2,rent,2571,70169,2,Cumberland,1921,3204,1,No
4647,4,own,2424,75402,2,Cumberland,2858,4071,2,Yes
4648,3,own,2695,109217,2,Cumberland,2340,3362,2,No
4649,4,own,2816,78850,1,York,2076,3537,3,Yes
4650,3,own,3286,90266,1,York,2245,3498,2,No
4651,4,rent,2900,74840,1,Cumberland,2329,2974,1,No
4652,2,rent,2414,86184,1,Cumberland,2490,3934,1,No
4653,3,own,3011,61516,1,Cumberland,2547,3938,2,Yes
4654,3,own,3393,82250,2,York,3041,3790,1,Yes
4655,3,own,2822,96984,1,Cumberland,2440,3016,2,Yes
4656,3,rent,2637,65210,1,Cumberland,1995,3085,2,No
4657,2,own,2271,70237,1,Cumberland,3260,3659,1,No
4658,3,own,2812,60007,1,Cumberland,2224,3182,2,Yes
4659,3,own,2053,54010,1,Cumberland,3592,3515,2,No
4660,4,own,3023,99370,1,Cumberland,1311,3931,1,No
4661,2,own,2424,68379,0,Cumberland,3675,3925,2,No
4662,3,own,4551,71378,2,York,299,3936,2,No
4663,3,rent,3060,77713,2,Cumberland,2033,3828,1,No
4664,3,rent,1733,73584,1,Cumberland,1743,3509,1,No
4665,3,own,3316,97122,1,York,2753,3981,1,No
4666,2,own,4347,33883,1,York,2884,4735,1,Yes
4667,3,own,3310,61912,0,York,2742,3675,1,No
4668,3,own,2273,70543,2,Cumberland,2434,3353,1,No
4669,3,own,2757,78841,2,York,3279,4057,2,No
4670,3,own,2250,103211,1,Cumberland,2277,3757,1,No
4671,5,own,2392,98108,1,Cumberland,4259,3916,1,Yes
4672,2,own,3785,64362,2,York,1350,3169,2,No
4673,3,rent,2554,63808,0,Cumberland,4097,3662,1,No
4674,2,own,4921,107949,1,York,4993,3247,2,No
4675,4,own,2860,75584,2,Cumberland,2481,3253,2,No
4676,2,rent,2239,67149,1,Sagadahoc,3678,3144,3,No
4677,2,own,3830,73879,1,York,2880,4566,1,No
4678,4,own,2067,77991,1,Cumberland,2534,3836,1,No
4679,3,own,2577,64345,2,Cumberland,3475,4474,1,No
4680,2,own,3003,121372,2,York,1342,3538,1,Yes
4681,3,own,2957,91069,2,Cumberland,1707,3839,2,No
4682,3,own,3795,82100,1,Cumberland,1445,3564,1,No
4683,5,rent,2663,71206,1,Cumberland,2614,4598,2,No
4684,4,own,3577,92485,2,Cumberland,2691,4138,2,Yes
4685,4,own,2327,100671,1,Cumberland,2563,3151,2,Yes
4686,4,own,3949,80889,0,York,3078,3586,3,Yes
4687,3,own,2080,57064,1,Cumberland,2480,3620,2,No
4688,3,rent,1813,76203,1,Sagadahoc,2536,2204,2,No
4689,3,own,4548,82299,1,York,2306,3821,2,Yes
4690,3,own,4242,81334,2,York,3042,2979,2,Yes
4691,5,own,3718,68036,3,York,3460,3459,2,Yes
4692,3,own,4840,84762,3,York,3054,3540,1,Yes
4693,2,rent,1973,101641,1,Cumberland,2654,3248,1,No
4694,2,own,3634,83245,1,Cumberland,2617,3579,2,Yes
4695,3,own,1900,68308,2,Sagadahoc,3143,3182,1,Yes
4696,3,own,2412,85266,1,Cumberland,1761,3511,2,Yes
4697,6,rent,3016,74456,2,Cumberland,2137,4178,3,No
4698,3,rent,3361,53547,0,Cumberland,3527,3887,2,No
4699,3,own,3717,81997,2,Cumberland,2251,3799,2,No
4700,4,own,3211,78582,2,York,3299,4568,3,No
4701,2,own,3454,79494,1,York,2531,4589,1,Yes
4702,4,rent,2207,53922,2,Cumberland,2678,4426,2,No
4703,3,own,3780,28581,1,York,4179,3919,2,Yes
4704,3,own,3244,63845,2,York,2582,4013,2,No
4705,4,own,3096,63045,1,Cumberland,1334,2840,2,Yes
4706,3,own,2876,96517,2,Cumberland,2296,3258,2,Yes
4707,3,own,2009,60800,3,Cumberland,2765,3124,2,No
4708,3,own,3763,74052,2,York,3257,3043,1,Yes
4709,2,own,2435,51415,2,Cumberland,2050,4720,4,No
4710,2,own,1854,40286,1,Cumberland,3164,3183,2,No
4711,4,own,4833,83632,1,York,1944,3454,2,Yes
4712,2,own,4622,74554,2,York,2795,4347,2,No
4713,4,own,4133,35689,1,York,4124,3876,3,Yes
4714,3,own,4022,20585,1,York,2278,3993,1,Yes
4715,3,own,2300,68918,0,Cumberland,1905,4022,1,Yes
4716,2,own,2717,86261,1,Cumberland,2707,3961,0,Yes
4717,2,own,3141,78248,3,Cumberland,2697,3494,2,Yes
4718,2,own,2410,64936,2,Sagadahoc,2472,2448,1,No
4719,2,own,3446,45142,1,York,1002,4323,1,No
4720,4,own,2074,80129,3,Cumberland,4656,2438,2,No
4721,3,own,1945,58334,0,Cumberland,1981,3883,1,Yes
4722,2,own,4269,60082,1,York,2401,4597,1,Yes
4723,3,own,3776,66922,1,York,3442,3614,2,Yes
4724,3,own,2652,37617,3,Cumberland,1752,3765,2,Yes
4725,3,own,2697,67708,2,Cumberland,2395,2875,2,No
4726,3,rent,3109,66644,3,Cumberland,2047,2902,2,No
4727,4,rent,3589,70951,2,York,2717,3686,3,No
4728,3,rent,3341,70875,0,York,2986,4069,2,No
4729,3,own,1957,68568,2,Cumberland,4286,3677,2,Yes
4730,3,own,3079,53795,3,Cumberland,2761,3401,2,No
4731,3,rent,2754,57103,2,Cumberland,2778,4077,3,No
4732,2,own,4244,84652,3,York,2694,4112,2,Yes
4733,5,own,3050,77086,0,York,2998,3331,1,No
4734,3,own,2092,101401,1,Cumberland,2490,4912,2,No
4735,3,own,4531,32890,3,York,2897,3745,2,Yes
4736,4,own,2132,92287,3,Cumberland,2061,3511,0,Yes
4737,2,rent,3983,84533,2,York,3555,4078,1,No
4738,4,own,4730,82684,2,York,3844,3590,1,Yes
4739,2,rent,2556,60813,2,Sagadahoc,1339,3057,1,No
4740,2,own,4374,78636,1,York,1168,3965,1,No
4741,4,own,3680,33654,1,York,2402,3912,2,No
4742,3,own,2417,81381,2,Cumberland,2290,3033,2,No
4743,3,own,2286,86044,2,Cumberland,3189,3950,1,No
4744,3,own,3816,97665,2,York,2950,4030,2,No
4745,2,own,3195,109093,1,York,2781,4344,1,No
4746,3,own,4705,62842,2,York,4292,4613,2,Yes
4747,2,rent,2381,83274,2,Cumberland,2307,3652,2,No
4748,2,own,2823,88768,1,Cumberland,4001,3284,2,Yes
4749,2,rent,2284,63451,1,Sagadahoc,2753,1979,2,No
4750,2,rent,4285,62953,1,York,1949,4317,1,No
4751,2,own,2388,67901,1,Cumberland,2077,3852,1,No
4752,4,own,3600,93351,2,York,4083,4113,1,Yes
4753,4,own,4297,37913,1,York,2369,4137,2,Yes
4754,3,own,3042,90280,1,Cumberland,3445,2766,3,No
4755,4,own,3247,90978,3,York,3202,3516,2,Yes
4756,3,own,2743,59326,1,Cumberland,2906,2395,1,No
4757,3,own,4126,60597,3,York,3549,3219,2,Yes
4758,2,rent,2733,63122,2,Cumberland,2712,3115,1,No
4759,3,own,2167,39271,1,Cumberland,3030,3586,1,No
4760,2,own,1911,58854,1,Cumberland,3097,3803,2,No
4761,3,own,2922,62288,3,Cumberland,3421,4011,3,No
4762,4,own,2366,61918,2,Cumberland,3380,3215,2,Yes
4763,2,own,2745,90957,1,Cumberland,2692,3828,2,No
4764,4,own,2221,98450,1,Cumberland,2490,2899,1,No
4765,5,own,4487,43439,1,York,2220,2994,1,Yes
4766,3,own,2923,74476,2,Sagadahoc,1005,2482,2,Yes
4767,2,own,2642,20593,1,Cumberland,2109,2933,1,Yes
4768,2,own,3415,88840,0,Cumberland,2202,3554,2,No
4769,2,own,3402,72410,0,Cumberland,2476,2776,1,Yes
4770,4,own,2733,83411,2,Cumberland,2840,3854,2,No
4771,3,own,3855,107416,2,York,2721,3069,2,No
4772,5,own,3438,70396,1,Cumberland,2249,3116,2,No
4773,2,own,3954,60979,2,York,1992,4861,3,Yes
4774,4,own,3411,87480,3,York,2082,3013,3,Yes
4775,3,own,2478,65212,1,Cumberland,2424,3316,3,Yes
4776,3,own,4064,68919,0,York,4025,3690,3,Yes
4777,2,rent,2929,82063,2,York,1744,3841,1,No
4778,4,own,3590,116446,1,Cumberland,2122,3713,2,Yes
4779,2,own,1906,95782,1,Sagadahoc,3353,2724,3,Yes
4780,4,own,3121,82312,3,Cumberland,3474,2895,2,Yes
4781,3,own,2277,80769,2,Cumberland,2907,3779,1,No
4782,4,own,2384,70882,2,York,1460,4000,3,No
4783,3,own,3465,80819,1,York,2978,3818,1,No
4784,4,own,2840,98290,2,Sagadahoc,2327,2789,3,Yes
4785,3,own,4252,74994,2,York,3391,4155,1,Yes
4786,3,rent,2874,76614,3,Cumberland,1597,3378,2,No
4787,4,rent,3898,89522,0,York,2057,4127,3,No
4788,2,own,3007,38247,1,Cumberland,3142,3903,1,No
4789,4,own,2843,54979,1,Cumberland,1429,3188,3,Yes
4790,2,own,2182,66270,1,Cumberland,1695,3458,1,No
4791,3,own,2606,53292,1,Cumberland,2181,3404,2,No
4792,3,rent,2755,45327,0,Sagadahoc,1427,2342,3,No
4793,4,own,3912,68961,2,York,3031,4277,1,No
4794,2,rent,3404,69510,1,York,3409,4886,2,No
4795,4,own,2103,98196,1,Cumberland,3099,2669,2,No
4796,3,own,3406,64608,2,York,1029,2736,1,Yes
4797,4,own,1621,57443,2,Cumberland,3438,4775,2,Yes
4798,2,own,2323,51051,1,Cumberland,2264,2781,1,Yes
4799,3,own,4273,69632,1,York,3339,3131,2,No
4800,3,rent,3462,32994,0,Sagadahoc,1401,2739,1,No
4801,3,own,2491,86935,2,Cumberland,1866,3507,1,Yes
4802,4,rent,2733,38757,2,Cumberland,2463,2350,2,No
4803,2,own,3717,54011,2,York,2020,3257,1,Yes
4804,3,own,3463,78774,2,York,2597,3747,2,No
4805,3,own,3592,59383,1,Cumberland,1446,3577,2,No
4806,3,rent,3118,51859,3,Cumberland,2219,4107,2,No
4807,2,own,2175,72704,3,Cumberland,2368,3317,2,No
4808,5,own,3839,58838,2,York,2922,4341,2,Yes
4809,3,own,4684,55020,2,York,2631,4063,2,Yes
4810,3,own,2139,68097,1,Cumberland,2899,3940,2,No
4811,3,own,3323,88522,1,Cumberland,2727,3350,2,Yes
4812,6,own,2721,99603,1,Cumberland,2726,3119,3,No
4813,3,own,3598,62869,1,York,2388,4017,2,Yes
4814,3,rent,3500,57948,1,Cumberland,2409,2760,2,No
4815,2,own,3986,66981,0,York,3050,4011,1,Yes
4816,5,own,4579,74728,2,York,1589,3498,2,No
4817,3,own,3783,41660,2,York,4133,4420,2,No
4818,2,rent,2693,72375,1,Cumberland,1994,4279,3,No
4819,4,own,3464,86152,0,Cumberland,3208,3664,3,No
4820,4,rent,2988,81995,3,York,4296,3793,2,No
4821,3,rent,2752,74310,2,Cumberland,1511,3446,0,No
4822,2,own,3683,43596,3,Cumberland,2620,2848,1,No
4823,2,rent,2591,91527,0,Cumberland,1177,3063,1,No
4824,4,rent,2569,66687,1,Cumberland,2010,3119,1,No
4825,2,own,3310,91531,3,Cumberland,4027,4023,1,No
4826,3,rent,3138,84516,1,Cumberland,3055,2970,2,No
4827,3,own,4344,52768,2,York,3507,4258,1,Yes
4828,2,own,3962,98406,1,York,3456,3586,1,Yes
4829,3,own,3255,48312,2,Cumberland,1682,3530,2,Yes
4830,3,own,3692,81439,1,York,3191,3759,2,Yes
4831,4,rent,2109,85863,1,Cumberland,3155,3773,1,No
4832,2,own,2398,67279,1,Cumberland,2643,3448,3,Yes
4833,3,own,4243,86467,1,York,2698,3317,3,No
4834,2,own,2767,61178,0,Cumberland,3079,4448,3,No
4835,2,own,2578,56794,1,Sagadahoc,2392,2200,1,Yes
4836,4,own,3625,56000,1,York,3873,2925,2,Yes
4837,4,own,2609,40891,2,Cumberland,3691,3048,1,No
